month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
7,2556,2314,0.0614,2483.00,0.0000,5,0.0000,30,0.7143,1
8,2556,2214,0.0580,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2556,2252,0.0593,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2556,2044,0.0522,2483.00,0.0000,5,0.0000,29,0.5714,0
11,2556,2118,0.0547,2483.00,0.0000,5,0.0000,30,0.7143,1
12,2556,1859,0.0460,2483.00,0.0000,5,0.0000,25,0.0000,1
1,2557,1841,0.0454,2483.00,0.0000,5,0.0000,25,0.0000,1
2,2557,1905,0.0476,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2557,1990,0.0504,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2557,2215,0.0580,2483.00,0.0000,5,0.0000,31,0.8571,1
5,2557,1733,0.0418,2483.00,0.0000,5,0.0000,31,0.8571,1
6,2557,1457,0.0324,2483.00,0.0000,5,0.0000,30,0.7143,0
7,2557,7898,0.2498,2483.00,0.0000,5,0.0000,30,0.7143,0
8,2557,2129,0.0551,2483.00,0.0000,5,0.0000,29,0.5714,1
9,2557,2110,0.0545,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2557,2078,0.0534,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2557,1966,0.0496,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2557,1695,0.0405,2483.00,0.0000,5,0.0000,27,0.2857,1
1,2558,1926,0.0483,2483.00,0.0000,5,0.0000,26,0.1429,1
2,2558,1879,0.0467,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2558,1634,0.0384,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2558,1864,0.0462,2483.00,0.0000,5,0.0000,30,0.7143,1
5,2558,1782,0.0434,2483.00,0.0000,5,0.0000,31,0.8571,1
6,2558,1832,0.0451,2483.00,0.0000,5,0.0000,30,0.7143,0
7,2558,1763,0.0428,2483.00,0.0000,5,0.0000,30,0.7143,0
8,2558,1763,0.0428,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2558,1745,0.0422,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2558,1219,0.0244,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2558,1203,0.0239,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2558,1157,0.0223,2483.00,0.0000,5,0.0000,28,0.4286,1
1,2559,1152,0.0221,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2559,1165,0.0226,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2559,1138,0.0217,2483.00,0.0000,5,0.0000,31,0.8571,1
4,2559,963,0.0158,2483.00,0.0000,5,0.0000,32,1.0000,1
5,2559,991,0.0167,2483.00,0.0000,5,0.0000,32,1.0000,1
6,2559,1093,0.0201,2483.00,0.0000,5,0.0000,29,0.5714,0
7,2559,1003,0.0171,2483.00,0.0000,5,0.0000,29,0.5714,0
8,2559,1005,0.0172,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2559,1037,0.0183,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2559,1005,0.0172,2483.00,0.0000,5,0.0000,29,0.5714,1
11,2559,1105,0.0206,2483.00,0.0000,5,0.0000,29,0.5714,1
12,2559,1076,0.0196,2483.00,0.0000,5,0.0000,27,0.2857,1
1,2560,1093,0.0201,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2560,1024,0.0178,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2560,882,0.0130,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2560,1019,0.0177,2483.00,0.0000,5,0.0000,31,0.8571,1
5,2560,1020,0.0177,2483.00,0.0000,5,0.0000,30,0.7143,1
6,2560,1105,0.0206,2483.00,0.0000,5,0.0000,29,0.5714,0
7,2560,1072,0.0194,2483.00,0.0000,5,0.0000,29,0.5714,0
8,2560,1106,0.0206,2483.00,0.0000,5,0.0000,29,0.5714,1
9,2560,1015,0.0175,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2560,946,0.0152,2483.00,0.0000,5,0.0000,28,0.4286,1
11,2560,942,0.0151,2483.00,0.0000,5,0.0000,28,0.4286,1
12,2560,910,0.0140,2483.00,0.0000,5,0.0000,26,0.1429,1
1,2561,960,0.0157,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2561,947,0.0152,2483.00,0.0000,5,0.0000,27,0.2857,1
3,2561,985,0.0165,2483.00,0.0000,5,0.0000,29,0.5714,1
4,2561,1219,0.0244,2483.00,0.0000,5,0.0000,29,0.5714,1
1,2556,1148,0.0220,2483.00,0.0000,5,0.0000,28,0.4286,1
2,2556,968,0.0159,2483.00,0.0000,5,0.0000,30,0.7143,1
3,2556,900,0.0136,2483.00,0.0000,5,0.0000,31,0.8571,0
4,2556,857,0.0122,2483.00,0.0000,5,0.0000,32,1.0000,0
5,2556,752,0.0086,2483.00,0.0000,5,0.0000,32,1.0000,0
6,2556,944,0.0151,2483.00,0.0000,5,0.0000,30,0.7143,1
7,2556,964,0.0158,2483.00,0.0000,5,0.0000,30,0.7143,1
8,2556,873,0.0127,2483.00,0.0000,5,0.0000,30,0.7143,1
9,2556,975,0.0162,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2556,995,0.0168,2483.00,0.0000,5,0.0000,29,0.5714,0
11,2556,1008,0.0173,2483.00,0.0000,5,0.0000,30,0.7143,1
12,2556,1039,0.0183,2483.00,0.0000,5,0.0000,25,0.0000,1
1,2557,1222,0.0245,2483.00,0.0000,5,0.0000,25,0.0000,1
2,2557,1071,0.0194,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2557,873,0.0127,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2557,873,0.0127,2483.00,0.0000,5,0.0000,31,0.8571,1
