month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
10,2557,745,0.0031,642.00,0.0254,2,0.0135,29,0.5714,1
11,2557,734,0.0031,642.00,0.0254,2,0.0135,29,0.5714,1
12,2557,747,0.0031,642.00,0.0254,2,0.0135,27,0.2857,1
1,2558,574,0.0024,642.00,0.0254,2,0.0135,26,0.1429,1
2,2558,538,0.0022,642.00,0.0254,2,0.0135,28,0.4286,1
3,2558,548,0.0023,642.00,0.0254,2,0.0135,30,0.7143,1
4,2558,578,0.0024,642.00,0.0254,2,0.0135,30,0.7143,1
5,2558,593,0.0025,642.00,0.0254,2,0.0135,31,0.8571,1
6,2558,636,0.0026,642.00,0.0254,2,0.0135,30,0.7143,0
7,2558,593,0.0025,642.00,0.0254,2,0.0135,30,0.7143,0
8,2558,613,0.0025,642.00,0.0254,2,0.0135,30,0.7143,1
9,2558,694,0.0029,642.00,0.0254,2,0.0135,29,0.5714,1
10,2558,525,0.0022,642.00,0.0254,2,0.0135,29,0.5714,1
11,2558,623,0.0026,642.00,0.0254,2,0.0135,29,0.5714,1
12,2558,537,0.0022,642.00,0.0254,2,0.0135,28,0.4286,1
1,2559,608,0.0025,642.00,0.0254,2,0.0135,27,0.2857,1
2,2559,556,0.0023,642.00,0.0254,2,0.0135,28,0.4286,1
3,2559,576,0.0024,642.00,0.0254,2,0.0135,31,0.8571,1
4,2559,554,0.0023,642.00,0.0254,2,0.0135,32,1.0000,1
5,2559,559,0.0023,642.00,0.0254,2,0.0135,32,1.0000,1
6,2559,611,0.0025,642.00,0.0254,2,0.0135,29,0.5714,0
7,2559,565,0.0023,642.00,0.0254,2,0.0135,29,0.5714,0
8,2559,549,0.0023,642.00,0.0254,2,0.0135,30,0.7143,1
9,2559,524,0.0022,642.00,0.0254,2,0.0135,29,0.5714,1
10,2559,586,0.0024,642.00,0.0254,2,0.0135,29,0.5714,1
11,2559,556,0.0023,642.00,0.0254,2,0.0135,29,0.5714,1
12,2559,443,0.0018,642.00,0.0254,2,0.0135,27,0.2857,1
1,2560,528,0.0022,642.00,0.0254,2,0.0135,27,0.2857,1
2,2560,510,0.0021,642.00,0.0254,2,0.0135,28,0.4286,1
3,2560,523,0.0022,642.00,0.0254,2,0.0135,30,0.7143,1
4,2560,472,0.0020,642.00,0.0254,2,0.0135,31,0.8571,1
5,2560,485,0.0020,642.00,0.0254,2,0.0135,30,0.7143,1
6,2560,399,0.0017,642.00,0.0254,2,0.0135,29,0.5714,0
7,2560,424,0.0018,642.00,0.0254,2,0.0135,29,0.5714,0
8,2560,401,0.0017,642.00,0.0254,2,0.0135,29,0.5714,1
9,2560,463,0.0019,642.00,0.0254,2,0.0135,29,0.5714,1
10,2560,446,0.0019,642.00,0.0254,2,0.0135,28,0.4286,1
11,2560,553,0.0023,642.00,0.0254,2,0.0135,28,0.4286,1
12,2560,469,0.0019,642.00,0.0254,2,0.0135,26,0.1429,1
1,2561,475,0.0020,642.00,0.0254,2,0.0135,27,0.2857,1
2,2561,497,0.0021,642.00,0.0254,2,0.0135,27,0.2857,1
3,2561,692,0.0029,642.00,0.0254,2,0.0135,29,0.5714,1
4,2561,432,0.0018,642.00,0.0254,2,0.0135,29,0.5714,1
9,2561,531,0.0022,642.00,0.0254,2,0.0135,29,0.5714,1
9,2556,3000,0.0125,2856.25,0.1209,8,0.0946,29,0.5714,1
10,2556,5000,0.0208,2856.25,0.1209,8,0.0946,29,0.5714,0
11,2556,5000,0.0208,2856.25,0.1209,8,0.0946,30,0.7143,1
12,2556,5000,0.0208,2856.25,0.1209,8,0.0946,25,0.0000,1
1,2557,6000,0.0250,2856.25,0.1209,8,0.0946,25,0.0000,1
2,2557,16000,0.0667,2856.25,0.1209,8,0.0946,28,0.4286,1
3,2557,14000,0.0583,2856.25,0.1209,8,0.0946,30,0.7143,1
4,2557,6000,0.0250,2856.25,0.1209,8,0.0946,31,0.8571,1
5,2557,9000,0.0375,2856.25,0.1209,8,0.0946,31,0.8571,1
6,2557,15000,0.0625,2856.25,0.1209,8,0.0946,30,0.7143,0
7,2557,6000,0.0250,2856.25,0.1209,8,0.0946,30,0.7143,0
8,2557,7000,0.0292,2856.25,0.1209,8,0.0946,29,0.5714,1
9,2557,9000,0.0375,2856.25,0.1209,8,0.0946,29,0.5714,1
10,2557,6000,0.0250,2856.25,0.1209,8,0.0946,29,0.5714,1
11,2557,7000,0.0292,2856.25,0.1209,8,0.0946,29,0.5714,1
12,2557,10000,0.0417,2856.25,0.1209,8,0.0946,27,0.2857,1
1,2558,5000,0.0208,2856.25,0.1209,8,0.0946,26,0.1429,1
2,2558,6000,0.0250,2856.25,0.1209,8,0.0946,28,0.4286,1
3,2558,7000,0.0292,2856.25,0.1209,8,0.0946,30,0.7143,1
4,2558,21000,0.0875,2856.25,0.1209,8,0.0946,30,0.7143,1
5,2558,11000,0.0458,2856.25,0.1209,8,0.0946,31,0.8571,1
6,2558,7000,0.0292,2856.25,0.1209,8,0.0946,30,0.7143,0
7,2558,7000,0.0292,2856.25,0.1209,8,0.0946,30,0.7143,0
8,2558,10000,0.0417,2856.25,0.1209,8,0.0946,30,0.7143,1
9,2558,9000,0.0375,2856.25,0.1209,8,0.0946,29,0.5714,1
10,2558,11000,0.0458,2856.25,0.1209,8,0.0946,29,0.5714,1
11,2558,15000,0.0625,2856.25,0.1209,8,0.0946,29,0.5714,1
12,2558,10000,0.0417,2856.25,0.1209,8,0.0946,28,0.4286,1
1,2559,12000,0.0500,2856.25,0.1209,8,0.0946,27,0.2857,1
2,2559,16000,0.0667,2856.25,0.1209,8,0.0946,28,0.4286,1
3,2559,11000,0.0458,2856.25,0.1209,8,0.0946,31,0.8571,1
4,2559,18000,0.0750,2856.25,0.1209,8,0.0946,32,1.0000,1
5,2559,16000,0.0667,2856.25,0.1209,8,0.0946,32,1.0000,1
