month,year,usage,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,lecture,office,multipurpose,laboratory,domitory,parking
,,1486,1602.51,0.0312,2,0.0135,32,1.0000,0,0,0,1,0,0,0
,,1434,1602.51,0.0312,2,0.0135,32,1.0000,0,0,0,1,0,0,0
,,1344,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,1344,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,878,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,1715,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,1652,1602.51,0.0312,2,0.0135,29,0.5714,0,0,0,1,0,0,0
,,1636,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,1600,1602.51,0.0312,2,0.0135,25,0.0000,1,0,0,1,0,0,0
,,431,1602.51,0.0312,2,0.0135,25,0.0000,1,0,0,1,0,0,0
,,215,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,215,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,215,1602.51,0.0312,2,0.0135,31,0.8571,1,0,0,1,0,0,0
,,215,1602.51,0.0312,2,0.0135,31,0.8571,1,0,0,1,0,0,0
,,215,1602.51,0.0312,2,0.0135,30,0.7143,0,0,0,1,0,0,0
,,1130,1602.51,0.0312,2,0.0135,30,0.7143,0,0,0,1,0,0,0
,,1130,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,719,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,971,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,403,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,772,1602.51,0.0312,2,0.0135,27,0.2857,1,0,0,1,0,0,0
,,947,1602.51,0.0312,2,0.0135,26,0.1429,1,0,0,1,0,0,0
,,727,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,727,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,198,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,466,1602.51,0.0312,2,0.0135,31,0.8571,1,0,0,1,0,0,0
,,392,1602.51,0.0312,2,0.0135,30,0.7143,0,0,0,1,0,0,0
,,498,1602.51,0.0312,2,0.0135,30,0.7143,0,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,27,0.2857,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,31,0.8571,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,32,1.0000,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,32,1.0000,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,0,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,0,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,27,0.2857,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,27,0.2857,1,0,0,1,0,0,0
,,672,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,586,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,1134,1602.51,0.0312,2,0.0135,31,0.8571,1,0,0,1,0,0,0
,,1044,1602.51,0.0312,2,0.0135,30,0.7143,1,0,0,1,0,0,0
,,1096,1602.51,0.0312,2,0.0135,29,0.5714,0,0,0,1,0,0,0
,,925,1602.51,0.0312,2,0.0135,29,0.5714,0,0,0,1,0,0,0
,,1170,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,1225,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,997,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,998,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,995,1602.51,0.0312,2,0.0135,26,0.1429,1,0,0,1,0,0,0
,,1153,1602.51,0.0312,2,0.0135,27,0.2857,1,0,0,1,0,0,0
,,1148,1602.51,0.0312,2,0.0135,27,0.2857,1,0,0,1,0,0,0
,,901,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,1021,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,985,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,764,1602.51,0.0312,2,0.0135,30,0.7143,0,0,0,1,0,0,0
,,854,1602.51,0.0312,2,0.0135,29,0.5714,0,0,0,1,0,0,0
,,1073,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,745,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,1061,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,1117,1602.51,0.0312,2,0.0135,29,0.5714,1,0,0,1,0,0,0
,,915,1602.51,0.0312,2,0.0135,28,0.4286,1,0,0,1,0,0,0
,,49,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,53,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,470,325.39,0.0055,3,0.0270,31,0.8571,0,0,0,1,0,0,0
,,565,325.39,0.0055,3,0.0270,32,1.0000,0,0,0,1,0,0,0
,,371,325.39,0.0055,3,0.0270,32,1.0000,0,0,0,1,0,0,0
,,533,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,111,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,104,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,891,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,549,325.39,0.0055,3,0.0270,29,0.5714,0,0,0,1,0,0,0
,,572,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,700,325.39,0.0055,3,0.0270,25,0.0000,1,0,0,1,0,0,0
,,973,325.39,0.0055,3,0.0270,25,0.0000,1,0,0,1,0,0,0
,,897,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,1177,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,1383,325.39,0.0055,3,0.0270,31,0.8571,1,0,0,1,0,0,0
,,740,325.39,0.0055,3,0.0270,31,0.8571,1,0,0,1,0,0,0
,,965,325.39,0.0055,3,0.0270,30,0.7143,0,0,0,1,0,0,0
,,1162,325.39,0.0055,3,0.0270,30,0.7143,0,0,0,1,0,0,0
,,879,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,923,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,445,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,665,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,653,325.39,0.0055,3,0.0270,27,0.2857,1,0,0,1,0,0,0
,,600,325.39,0.0055,3,0.0270,26,0.1429,1,0,0,1,0,0,0
,,588,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,587,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,568,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,932,325.39,0.0055,3,0.0270,31,0.8571,1,0,0,1,0,0,0
,,900,325.39,0.0055,3,0.0270,30,0.7143,0,0,0,1,0,0,0
,,965,325.39,0.0055,3,0.0270,30,0.7143,0,0,0,1,0,0,0
,,977,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,1290,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,1576,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,1288,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,1574,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,1276,325.39,0.0055,3,0.0270,27,0.2857,1,0,0,1,0,0,0
,,1559,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,1460,325.39,0.0055,3,0.0270,31,0.8571,1,0,0,1,0,0,0
,,1507,325.39,0.0055,3,0.0270,32,1.0000,1,0,0,1,0,0,0
,,1597,325.39,0.0055,3,0.0270,32,1.0000,1,0,0,1,0,0,0
,,1466,325.39,0.0055,3,0.0270,29,0.5714,0,0,0,1,0,0,0
,,1358,325.39,0.0055,3,0.0270,29,0.5714,0,0,0,1,0,0,0
,,652,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,706,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,718,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,711,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,582,325.39,0.0055,3,0.0270,27,0.2857,1,0,0,1,0,0,0
,,585,325.39,0.0055,3,0.0270,27,0.2857,1,0,0,1,0,0,0
,,714,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,704,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,683,325.39,0.0055,3,0.0270,31,0.8571,1,0,0,1,0,0,0
,,500,325.39,0.0055,3,0.0270,30,0.7143,1,0,0,1,0,0,0
,,515,325.39,0.0055,3,0.0270,29,0.5714,0,0,0,1,0,0,0
,,523,325.39,0.0055,3,0.0270,29,0.5714,0,0,0,1,0,0,0
,,690,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,637,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,688,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,635,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,625,325.39,0.0055,3,0.0270,26,0.1429,1,0,0,1,0,0,0
,,246,325.39,0.0055,3,0.0270,27,0.2857,1,0,0,1,0,0,0
,,857,325.39,0.0055,3,0.0270,27,0.2857,1,0,0,1,0,0,0
,,425,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,637,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,976,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,432,325.39,0.0055,3,0.0270,30,0.7143,0,0,0,1,0,0,0
,,488,325.39,0.0055,3,0.0270,29,0.5714,0,0,0,1,0,0,0
,,684,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,675,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,480,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,520,325.39,0.0055,3,0.0270,29,0.5714,1,0,0,1,0,0,0
,,549,325.39,0.0055,3,0.0270,28,0.4286,1,0,0,1,0,0,0
,,331,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,386,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,704,1216.70,0.0235,5,0.0541,31,0.8571,0,0,0,1,0,0,0
,,397,1216.70,0.0235,5,0.0541,32,1.0000,0,0,0,1,0,0,0
,,375,1216.70,0.0235,5,0.0541,32,1.0000,0,0,0,1,0,0,0
,,395,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,338,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,345,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,414,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,446,1216.70,0.0235,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,336,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,1074,1216.70,0.0235,5,0.0541,25,0.0000,1,0,0,1,0,0,0
,,1317,1216.70,0.0235,5,0.0541,25,0.0000,1,0,0,1,0,0,0
,,1314,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,1588,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,732,1216.70,0.0235,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,751,1216.70,0.0235,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,814,1216.70,0.0235,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,763,1216.70,0.0235,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,664,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,700,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,763,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,742,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,805,1216.70,0.0235,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,824,1216.70,0.0235,5,0.0541,26,0.1429,1,0,0,1,0,0,0
,,921,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,999,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,921,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,942,1216.70,0.0235,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,850,1216.70,0.0235,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,1082,1216.70,0.0235,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,801,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,799,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,682,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,955,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,1116,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,1213,1216.70,0.0235,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,299,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,365,1216.70,0.0235,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,322,1216.70,0.0235,5,0.0541,32,1.0000,1,0,0,1,0,0,0
,,430,1216.70,0.0235,5,0.0541,32,1.0000,1,0,0,1,0,0,0
,,470,1216.70,0.0235,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,490,1216.70,0.0235,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,395,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,390,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,388,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,379,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,393,1216.70,0.0235,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,398,1216.70,0.0235,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,453,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,573,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,501,1216.70,0.0235,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,577,1216.70,0.0235,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,577,1216.70,0.0235,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,545,1216.70,0.0235,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,533,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,438,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,423,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,573,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,573,1216.70,0.0235,5,0.0541,26,0.1429,1,0,0,1,0,0,0
,,559,1216.70,0.0235,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,706,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,631,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,607,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,654,1216.70,0.0235,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,617,1216.70,0.0235,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,592,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,518,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,544,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,790,1216.70,0.0235,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,877,1216.70,0.0235,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,28000,3944.64,0.0785,5,0.0541,31,0.8571,0,0,0,1,0,0,0
,,22000,3944.64,0.0785,5,0.0541,32,1.0000,0,0,0,1,0,0,0
,,29000,3944.64,0.0785,5,0.0541,32,1.0000,0,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,22000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,25000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,19000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,22000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,18000,3944.64,0.0785,5,0.0541,25,0.0000,1,0,0,1,0,0,0
,,15000,3944.64,0.0785,5,0.0541,25,0.0000,1,0,0,1,0,0,0
,,11000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,18000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,19000,3944.64,0.0785,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,25000,3944.64,0.0785,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,25000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,15000,3944.64,0.0785,5,0.0541,26,0.1429,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,28000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,22000,3944.64,0.0785,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,20000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,18000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,19000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,20000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,32,1.0000,1,0,0,1,0,0,0
,,27000,3944.64,0.0785,5,0.0541,32,1.0000,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,22000,3944.64,0.0785,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,25000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,31,0.8571,1,0,0,1,0,0,0
,,27000,3944.64,0.0785,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,27000,3944.64,0.0785,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,27000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,24000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,25000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,26,0.1429,1,0,0,1,0,0,0
,,23000,3944.64,0.0785,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,27,0.2857,1,0,0,1,0,0,0
,,27000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,28000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,30,0.7143,0,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,29,0.5714,0,0,0,1,0,0,0
,,26000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,25000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,21000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,27000,3944.64,0.0785,5,0.0541,29,0.5714,1,0,0,1,0,0,0
,,22000,3944.64,0.0785,5,0.0541,28,0.4286,1,0,0,1,0,0,0
,,32800,6403.95,0.1280,4,0.0405,28,0.4286,1,0,0,1,0,0,0
,,29760,6404.95,0.1281,5,0.0541,30,0.7143,1,0,0,1,0,0,0
,,32800,6405.95,0.1281,6,0.0676,31,0.8571,0,0,0,1,0,0,0
,,30720,6406.95,0.1281,7,0.0811,32,1.0000,0,0,0,1,0,0,0
,,39840,6407.95,0.1281,8,0.0946,32,1.0000,0,0,0,1,0,0,0
,,34240,6408.95,0.1281,9,0.1081,30,0.7143,1,0,0,1,0,0,0
,,32320,6409.95,0.1282,10,0.1216,30,0.7143,1,0,0,1,0,0,0
,,37440,6410.95,0.1282,11,0.1351,30,0.7143,1,0,0,1,0,0,0
,,32480,6411.95,0.1282,12,0.1486,29,0.5714,1,0,0,1,0,0,0
,,34720,6412.95,0.1282,13,0.1622,29,0.5714,0,0,0,1,0,0,0
,,39840,6413.95,0.1282,14,0.1757,30,0.7143,1,0,0,1,0,0,0
,,24960,6414.95,0.1283,15,0.1892,25,0.0000,1,0,0,1,0,0,0
,,28000,6415.95,0.1283,16,0.2027,25,0.0000,1,0,0,1,0,0,0
,,55200,6416.95,0.1283,17,0.2162,28,0.4286,1,0,0,1,0,0,0
,,34080,6417.95,0.1283,18,0.2297,30,0.7143,1,0,0,1,0,0,0
,,30880,6418.95,0.1283,19,0.2432,31,0.8571,1,0,0,1,0,0,0
,,33280,6419.95,0.1284,20,0.2568,31,0.8571,1,0,0,1,0,0,0
,,36000,6420.95,0.1284,21,0.2703,30,0.7143,0,0,0,1,0,0,0
,,44320,6421.95,0.1284,22,0.2838,30,0.7143,0,0,0,1,0,0,0
,,31200,6422.95,0.1284,23,0.2973,29,0.5714,1,0,0,1,0,0,0
,,34080,6423.95,0.1284,24,0.3108,29,0.5714,1,0,0,1,0,0,0
,,35840,6424.95,0.1285,25,0.3243,29,0.5714,1,0,0,1,0,0,0
,,36480,6425.95,0.1285,26,0.3378,29,0.5714,1,0,0,1,0,0,0
,,32400,6426.95,0.1285,27,0.3514,27,0.2857,1,0,0,1,0,0,0
,,32400,6427.95,0.1285,28,0.3649,26,0.1429,1,0,0,1,0,0,0
,,32800,6428.95,0.1285,29,0.3784,28,0.4286,1,0,0,1,0,0,0
,,36320,6429.95,0.1286,30,0.3919,30,0.7143,1,0,0,1,0,0,0
,,32480,6430.95,0.1286,31,0.4054,30,0.7143,1,0,0,1,0,0,0
,,32480,6431.95,0.1286,32,0.4189,31,0.8571,1,0,0,1,0,0,0
,,37440,6432.95,0.1286,33,0.4324,30,0.7143,0,0,0,1,0,0,0
,,40320,6433.95,0.1286,34,0.4459,30,0.7143,0,0,0,1,0,0,0
,,32000,6434.95,0.1287,35,0.4595,30,0.7143,1,0,0,1,0,0,0
,,34720,6435.95,0.1287,36,0.4730,29,0.5714,1,0,0,1,0,0,0
,,34720,6436.95,0.1287,37,0.4865,29,0.5714,1,0,0,1,0,0,0
,,36160,6437.95,0.1287,38,0.5000,29,0.5714,1,0,0,1,0,0,0
,,32800,6438.95,0.1287,39,0.5135,28,0.4286,1,0,0,1,0,0,0
,,31680,6439.95,0.1288,40,0.5270,27,0.2857,1,0,0,1,0,0,0
,,32640,6440.95,0.1288,41,0.5405,28,0.4286,1,0,0,1,0,0,0
,,41440,6441.95,0.1288,42,0.5541,31,0.8571,1,0,0,1,0,0,0
,,30080,6442.95,0.1288,43,0.5676,32,1.0000,1,0,0,1,0,0,0
,,32480,6443.95,0.1288,44,0.5811,32,1.0000,1,0,0,1,0,0,0
,,38400,6444.95,0.1289,45,0.5946,29,0.5714,0,0,0,1,0,0,0
,,31520,6445.95,0.1289,46,0.6081,29,0.5714,0,0,0,1,0,0,0
,,34560,6446.95,0.1289,47,0.6216,30,0.7143,1,0,0,1,0,0,0
,,34080,6447.95,0.1289,48,0.6351,29,0.5714,1,0,0,1,0,0,0
,,32160,6448.95,0.1289,49,0.6486,29,0.5714,1,0,0,1,0,0,0
