month,year,usage,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,lecture,office,multipurpose,laboratory,domitory,parking
1,2556,20594,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
2,2556,19972,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
3,2556,17621,4028.20,0.0801,3,0.0270,31,0.8571,0,1,0,0,0,0,0
4,2556,16953,4028.20,0.0801,3,0.0270,32,1.0000,0,1,0,0,0,0,0
5,2556,17209,4028.20,0.0801,3,0.0270,32,1.0000,0,1,0,0,0,0,0
6,2556,15010,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
7,2556,25250,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
8,2556,24699,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
9,2556,25139,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2556,16444,4028.20,0.0801,3,0.0270,29,0.5714,0,1,0,0,0,0,0
11,2556,19730,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
12,2556,19237,4028.20,0.0801,3,0.0270,25,0.0000,1,1,0,0,0,0,0
1,2557,14211,4028.20,0.0801,3,0.0270,25,0.0000,1,1,0,0,0,0,0
2,2557,18517,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
3,2557,20750,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
4,2557,16944,4028.20,0.0801,3,0.0270,31,0.8571,1,1,0,0,0,0,0
5,2557,18060,4028.20,0.0801,3,0.0270,31,0.8571,1,1,0,0,0,0,0
6,2557,17386,4028.20,0.0801,3,0.0270,30,0.7143,0,1,0,0,0,0,0
7,2557,14862,4028.20,0.0801,3,0.0270,30,0.7143,0,1,0,0,0,0,0
8,2557,11753,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
9,2557,27162,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2557,27577,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
11,2557,27095,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
12,2557,21109,4028.20,0.0801,3,0.0270,27,0.2857,1,1,0,0,0,0,0
1,2558,13846,4028.20,0.0801,3,0.0270,26,0.1429,1,1,0,0,0,0,0
2,2558,22856,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
3,2558,25554,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
4,2558,26472,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
5,2558,25905,4028.20,0.0801,3,0.0270,31,0.8571,1,1,0,0,0,0,0
6,2558,14882,4028.20,0.0801,3,0.0270,30,0.7143,0,1,0,0,0,0,0
7,2558,20484,4028.20,0.0801,3,0.0270,30,0.7143,0,1,0,0,0,0,0
8,2558,13374,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
9,2558,30993,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2558,30099,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
11,2558,26592,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
12,2558,26811,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
1,2559,13947,4028.20,0.0801,3,0.0270,27,0.2857,1,1,0,0,0,0,0
2,2559,23362,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
3,2559,33907,4028.20,0.0801,3,0.0270,31,0.8571,1,1,0,0,0,0,0
4,2559,33548,4028.20,0.0801,3,0.0270,32,1.0000,1,1,0,0,0,0,0
5,2559,34740,4028.20,0.0801,3,0.0270,32,1.0000,1,1,0,0,0,0,0
6,2559,18878,4028.20,0.0801,3,0.0270,29,0.5714,0,1,0,0,0,0,0
7,2559,23878,4028.20,0.0801,3,0.0270,29,0.5714,0,1,0,0,0,0,0
8,2559,23152,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
9,2559,34749,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2559,27343,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
11,2559,28489,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
12,2559,26327,4028.20,0.0801,3,0.0270,27,0.2857,1,1,0,0,0,0,0
1,2560,14102,4028.20,0.0801,3,0.0270,27,0.2857,1,1,0,0,0,0,0
2,2560,24763,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
3,2560,32267,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
4,2560,32351,4028.20,0.0801,3,0.0270,31,0.8571,1,1,0,0,0,0,0
5,2560,33710,4028.20,0.0801,3,0.0270,30,0.7143,1,1,0,0,0,0,0
6,2560,21359,4028.20,0.0801,3,0.0270,29,0.5714,0,1,0,0,0,0,0
7,2560,28568,4028.20,0.0801,3,0.0270,29,0.5714,0,1,0,0,0,0,0
8,2560,26975,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
9,2560,33487,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
10,2560,27767,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
11,2560,24504,4028.20,0.0801,3,0.0270,28,0.4286,1,1,0,0,0,0,0
12,2560,21364,4028.20,0.0801,3,0.0270,26,0.1429,1,1,0,0,0,0,0
1,2561,17497,4028.20,0.0801,3,0.0270,27,0.2857,1,1,0,0,0,0,0
2,2561,24259,4028.20,0.0801,3,0.0270,27,0.2857,1,1,0,0,0,0,0
3,2561,28469,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
4,2561,26340,4028.20,0.0801,3,0.0270,29,0.5714,1,1,0,0,0,0,0
1,2556,95000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
2,2556,115000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
3,2556,78000,1949.16,0.0382,4,0.0405,31,0.8571,0,1,0,0,0,0,0
4,2556,71000,1949.16,0.0382,4,0.0405,32,1.0000,0,1,0,0,0,0,0
5,2556,73000,1949.16,0.0382,4,0.0405,32,1.0000,0,1,0,0,0,0,0
6,2556,80000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
7,2556,130000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
8,2556,109000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
9,2556,131000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
10,2556,78000,1949.16,0.0382,4,0.0405,29,0.5714,0,1,0,0,0,0,0
11,2556,85000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
12,2556,84000,1949.16,0.0382,4,0.0405,25,0.0000,1,1,0,0,0,0,0
1,2557,63000,1949.16,0.0382,4,0.0405,25,0.0000,1,1,0,0,0,0,0
2,2557,85000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
3,2557,96000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
4,2557,70000,1949.16,0.0382,4,0.0405,31,0.8571,1,1,0,0,0,0,0
5,2557,65000,1949.16,0.0382,4,0.0405,31,0.8571,1,1,0,0,0,0,0
6,2557,50000,1949.16,0.0382,4,0.0405,30,0.7143,0,1,0,0,0,0,0
7,2557,47000,1949.16,0.0382,4,0.0405,30,0.7143,0,1,0,0,0,0,0
8,2557,47000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
9,2557,128000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
10,2557,113000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
11,2557,116000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
12,2557,87000,1949.16,0.0382,4,0.0405,27,0.2857,1,1,0,0,0,0,0
1,2558,51000,1949.16,0.0382,4,0.0405,26,0.1429,1,1,0,0,0,0,0
2,2558,107000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
3,2558,113000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
4,2558,115000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
5,2558,116000,1949.16,0.0382,4,0.0405,31,0.8571,1,1,0,0,0,0,0
6,2558,63000,1949.16,0.0382,4,0.0405,30,0.7143,0,1,0,0,0,0,0
7,2558,91000,1949.16,0.0382,4,0.0405,30,0.7143,0,1,0,0,0,0,0
8,2558,61000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
9,2558,144000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
10,2558,129000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
11,2558,118000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
12,2558,116000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
1,2559,56000,1949.16,0.0382,4,0.0405,27,0.2857,1,1,0,0,0,0,0
2,2559,96000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
3,2559,132000,1949.16,0.0382,4,0.0405,31,0.8571,1,1,0,0,0,0,0
4,2559,133000,1949.16,0.0382,4,0.0405,32,1.0000,1,1,0,0,0,0,0
5,2559,143000,1949.16,0.0382,4,0.0405,32,1.0000,1,1,0,0,0,0,0
6,2559,77000,1949.16,0.0382,4,0.0405,29,0.5714,0,1,0,0,0,0,0
7,2559,88000,1949.16,0.0382,4,0.0405,29,0.5714,0,1,0,0,0,0,0
8,2559,97000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
9,2559,155000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
10,2559,114000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
11,2559,120000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
12,2559,114000,1949.16,0.0382,4,0.0405,27,0.2857,1,1,0,0,0,0,0
1,2560,58000,1949.16,0.0382,4,0.0405,27,0.2857,1,1,0,0,0,0,0
2,2560,114000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
3,2560,146000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
4,2560,132000,1949.16,0.0382,4,0.0405,31,0.8571,1,1,0,0,0,0,0
5,2560,136000,1949.16,0.0382,4,0.0405,30,0.7143,1,1,0,0,0,0,0
6,2560,82000,1949.16,0.0382,4,0.0405,29,0.5714,0,1,0,0,0,0,0
7,2560,96000,1949.16,0.0382,4,0.0405,29,0.5714,0,1,0,0,0,0,0
8,2560,115000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
9,2560,149000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
10,2560,127000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
11,2560,108000,1949.16,0.0382,4,0.0405,28,0.4286,1,1,0,0,0,0,0
12,2560,91000,1949.16,0.0382,4,0.0405,26,0.1429,1,1,0,0,0,0,0
1,2561,69000,1949.16,0.0382,4,0.0405,27,0.2857,1,1,0,0,0,0,0
2,2561,96000,1949.16,0.0382,4,0.0405,27,0.2857,1,1,0,0,0,0,0
3,2561,118000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
4,2561,114000,1949.16,0.0382,4,0.0405,29,0.5714,1,1,0,0,0,0,0
1,2558,34000,6956.23,0.1392,10,0.1216,26,0.1429,1,1,0,0,0,0,0
2,2558,38000,6956.23,0.1392,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2558,42000,6956.23,0.1392,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2558,38000,6956.23,0.1392,10,0.1216,30,0.7143,1,1,0,0,0,0,0
5,2558,27000,6956.23,0.1392,10,0.1216,31,0.8571,1,1,0,0,0,0,0
6,2558,29000,6956.23,0.1392,10,0.1216,30,0.7143,0,1,0,0,0,0,0
7,2558,22000,6956.23,0.1392,10,0.1216,30,0.7143,0,1,0,0,0,0,0
8,2558,50000,6956.23,0.1392,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2558,24700,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2558,33000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2558,32000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2558,18000,6956.23,0.1392,10,0.1216,28,0.4286,1,1,0,0,0,0,0
1,2559,28000,6956.23,0.1392,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2559,45000,6956.23,0.1392,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2559,39000,6956.23,0.1392,10,0.1216,31,0.8571,1,1,0,0,0,0,0
4,2559,49000,6956.23,0.1392,10,0.1216,32,1.0000,1,1,0,0,0,0,0
5,2559,21000,6956.23,0.1392,10,0.1216,32,1.0000,1,1,0,0,0,0,0
6,2559,30000,6956.23,0.1392,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2559,32000,6956.23,0.1392,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2559,44000,6956.23,0.1392,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2559,32000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2559,35000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2559,29000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2559,20000,6956.23,0.1392,10,0.1216,27,0.2857,1,1,0,0,0,0,0
1,2560,29000,6956.23,0.1392,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2560,40000,6956.23,0.1392,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2560,35000,6956.23,0.1392,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2560,41000,6956.23,0.1392,10,0.1216,31,0.8571,1,1,0,0,0,0,0
5,2560,19000,6956.23,0.1392,10,0.1216,30,0.7143,1,1,0,0,0,0,0
6,2560,24000,6956.23,0.1392,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2560,29000,6956.23,0.1392,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2560,49000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2560,39000,6956.23,0.1392,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2560,29000,6956.23,0.1392,10,0.1216,28,0.4286,1,1,0,0,0,0,0
11,2560,15000,6956.23,0.1392,10,0.1216,28,0.4286,1,1,0,0,0,0,0
12,2560,15000,6956.23,0.1392,10,0.1216,26,0.1429,1,1,0,0,0,0,0
1,2558,31800,3389.75,0.0673,5,0.0541,26,0.1429,1,1,0,0,0,0,0
2,2558,36600,3389.75,0.0673,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2558,39600,3389.75,0.0673,5,0.0541,30,0.7143,1,1,0,0,0,0,0
4,2558,39000,3389.75,0.0673,5,0.0541,30,0.7143,1,1,0,0,0,0,0
5,2558,40800,3389.75,0.0673,5,0.0541,31,0.8571,1,1,0,0,0,0,0
6,2558,35400,3389.75,0.0673,5,0.0541,30,0.7143,0,1,0,0,0,0,0
7,2558,37800,3389.75,0.0673,5,0.0541,30,0.7143,0,1,0,0,0,0,0
8,2558,46200,3389.75,0.0673,5,0.0541,30,0.7143,1,1,0,0,0,0,0
9,2558,43800,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2558,35400,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2558,38400,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
12,2558,28800,3389.75,0.0673,5,0.0541,28,0.4286,1,1,0,0,0,0,0
1,2559,28800,3389.75,0.0673,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2559,42000,3389.75,0.0673,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2559,42000,3389.75,0.0673,5,0.0541,31,0.8571,1,1,0,0,0,0,0
4,2559,46800,3389.75,0.0673,5,0.0541,32,1.0000,1,1,0,0,0,0,0
5,2559,31800,3389.75,0.0673,5,0.0541,32,1.0000,1,1,0,0,0,0,0
6,2559,40200,3389.75,0.0673,5,0.0541,29,0.5714,0,1,0,0,0,0,0
7,2559,30000,3389.75,0.0673,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2559,49200,3389.75,0.0673,5,0.0541,30,0.7143,1,1,0,0,0,0,0
9,2559,40200,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2559,42600,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
11,2559,33600,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
12,2559,33600,3389.75,0.0673,5,0.0541,27,0.2857,1,1,0,0,0,0,0
1,2560,31800,3389.75,0.0673,5,0.0541,27,0.2857,1,1,0,0,0,0,0
2,2560,45000,3389.75,0.0673,5,0.0541,28,0.4286,1,1,0,0,0,0,0
3,2560,46200,3389.75,0.0673,5,0.0541,30,0.7143,1,1,0,0,0,0,0
4,2560,51600,3389.75,0.0673,5,0.0541,31,0.8571,1,1,0,0,0,0,0
5,2560,38400,3389.75,0.0673,5,0.0541,30,0.7143,1,1,0,0,0,0,0
6,2560,42000,3389.75,0.0673,5,0.0541,29,0.5714,0,1,0,0,0,0,0
7,2560,36600,3389.75,0.0673,5,0.0541,29,0.5714,0,1,0,0,0,0,0
8,2560,54600,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
9,2560,47400,3389.75,0.0673,5,0.0541,29,0.5714,1,1,0,0,0,0,0
10,2560,41400,3389.75,0.0673,5,0.0541,28,0.4286,1,1,0,0,0,0,0
11,2560,24000,3389.75,0.0673,5,0.0541,28,0.4286,1,1,0,0,0,0,0
12,2560,25800,3389.75,0.0673,5,0.0541,26,0.1429,1,1,0,0,0,0,0
1,2558,68000,9246.82,0.1854,7,0.0811,26,0.1429,1,1,0,0,0,0,0
2,2558,78000,9246.82,0.1854,7,0.0811,28,0.4286,1,1,0,0,0,0,0
3,2558,78000,9246.82,0.1854,7,0.0811,30,0.7143,1,1,0,0,0,0,0
4,2558,86000,9246.82,0.1854,7,0.0811,30,0.7143,1,1,0,0,0,0,0
5,2558,68000,9246.82,0.1854,7,0.0811,31,0.8571,1,1,0,0,0,0,0
6,2558,62000,9246.82,0.1854,7,0.0811,30,0.7143,0,1,0,0,0,0,0
7,2558,58000,9246.82,0.1854,7,0.0811,30,0.7143,0,1,0,0,0,0,0
8,2558,98000,9246.82,0.1854,7,0.0811,30,0.7143,1,1,0,0,0,0,0
9,2558,100000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
10,2558,78000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
11,2558,86000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
12,2558,52000,9246.82,0.1854,7,0.0811,28,0.4286,1,1,0,0,0,0,0
1,2559,62000,9246.82,0.1854,7,0.0811,27,0.2857,1,1,0,0,0,0,0
2,2559,92000,9246.82,0.1854,7,0.0811,28,0.4286,1,1,0,0,0,0,0
3,2559,84000,9246.82,0.1854,7,0.0811,31,0.8571,1,1,0,0,0,0,0
4,2559,96000,9246.82,0.1854,7,0.0811,32,1.0000,1,1,0,0,0,0,0
5,2559,56000,9246.82,0.1854,7,0.0811,32,1.0000,1,1,0,0,0,0,0
6,2559,72000,9246.82,0.1854,7,0.0811,29,0.5714,0,1,0,0,0,0,0
7,2559,56000,9246.82,0.1854,7,0.0811,29,0.5714,0,1,0,0,0,0,0
8,2559,100000,9246.82,0.1854,7,0.0811,30,0.7143,1,1,0,0,0,0,0
9,2559,82000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
10,2559,78000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
11,2559,70000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
12,2559,60000,9246.82,0.1854,7,0.0811,27,0.2857,1,1,0,0,0,0,0
1,2560,60000,9246.82,0.1854,7,0.0811,27,0.2857,1,1,0,0,0,0,0
2,2560,86000,9246.82,0.1854,7,0.0811,28,0.4286,1,1,0,0,0,0,0
3,2560,76000,9246.82,0.1854,7,0.0811,30,0.7143,1,1,0,0,0,0,0
4,2560,94000,9246.82,0.1854,7,0.0811,31,0.8571,1,1,0,0,0,0,0
5,2560,58000,9246.82,0.1854,7,0.0811,30,0.7143,1,1,0,0,0,0,0
6,2560,64000,9246.82,0.1854,7,0.0811,29,0.5714,0,1,0,0,0,0,0
7,2560,68000,9246.82,0.1854,7,0.0811,29,0.5714,0,1,0,0,0,0,0
8,2560,112000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
9,2560,94000,9246.82,0.1854,7,0.0811,29,0.5714,1,1,0,0,0,0,0
10,2560,84000,9246.82,0.1854,7,0.0811,28,0.4286,1,1,0,0,0,0,0
11,2560,48000,9246.82,0.1854,7,0.0811,28,0.4286,1,1,0,0,0,0,0
12,2560,54000,9246.82,0.1854,7,0.0811,26,0.1429,1,1,0,0,0,0,0
1,2558,26000,6261.53,0.1252,10,0.1216,26,0.1429,1,1,0,0,0,0,0
2,2558,32000,6261.53,0.1252,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2558,29000,6261.53,0.1252,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2558,35000,6261.53,0.1252,10,0.1216,30,0.7143,1,1,0,0,0,0,0
5,2558,20000,6261.53,0.1252,10,0.1216,31,0.8571,1,1,0,0,0,0,0
6,2558,20000,6261.53,0.1252,10,0.1216,30,0.7143,0,1,0,0,0,0,0
7,2558,17000,6261.53,0.1252,10,0.1216,30,0.7143,0,1,0,0,0,0,0
8,2558,39000,6261.53,0.1252,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2558,35000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2558,29000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2558,35000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2558,17000,6261.53,0.1252,10,0.1216,28,0.4286,1,1,0,0,0,0,0
1,2559,23000,6261.53,0.1252,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2559,36000,6261.53,0.1252,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2559,34000,6261.53,0.1252,10,0.1216,31,0.8571,1,1,0,0,0,0,0
4,2559,45000,6261.53,0.1252,10,0.1216,32,1.0000,1,1,0,0,0,0,0
5,2559,18000,6261.53,0.1252,10,0.1216,32,1.0000,1,1,0,0,0,0,0
6,2559,24000,6261.53,0.1252,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2559,22000,6261.53,0.1252,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2559,41000,6261.53,0.1252,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2559,32000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2559,33000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2559,29000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2559,21000,6261.53,0.1252,10,0.1216,27,0.2857,1,1,0,0,0,0,0
1,2560,23000,6261.53,0.1252,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2560,35000,6261.53,0.1252,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2560,33000,6261.53,0.1252,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2560,37000,6261.53,0.1252,10,0.1216,31,0.8571,1,1,0,0,0,0,0
5,2560,19000,6261.53,0.1252,10,0.1216,30,0.7143,1,1,0,0,0,0,0
6,2560,21000,6261.53,0.1252,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2560,25000,6261.53,0.1252,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2560,41000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
9,2560,33000,6261.53,0.1252,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2560,30000,6261.53,0.1252,10,0.1216,28,0.4286,1,1,0,0,0,0,0
11,2560,19000,6261.53,0.1252,10,0.1216,28,0.4286,1,1,0,0,0,0,0
12,2560,19000,6261.53,0.1252,10,0.1216,26,0.1429,1,1,0,0,0,0,0
1,2558,116000,12388.55,0.2487,10,0.1216,26,0.1429,1,1,0,0,0,0,0
2,2558,96000,12388.55,0.2487,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2558,64000,12388.55,0.2487,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2558,92000,12388.55,0.2487,10,0.1216,30,0.7143,1,1,0,0,0,0,0
5,2558,96000,12388.55,0.2487,10,0.1216,31,0.8571,1,1,0,0,0,0,0
6,2558,80000,12388.55,0.2487,10,0.1216,30,0.7143,0,1,0,0,0,0,0
7,2558,80000,12388.55,0.2487,10,0.1216,30,0.7143,0,1,0,0,0,0,0
8,2558,92000,12388.55,0.2487,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2558,88000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2558,84000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2558,80000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2558,72000,12388.55,0.2487,10,0.1216,28,0.4286,1,1,0,0,0,0,0
1,2559,72000,12388.55,0.2487,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2559,84000,12388.55,0.2487,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2559,88000,12388.55,0.2487,10,0.1216,31,0.8571,1,1,0,0,0,0,0
4,2559,96000,12388.55,0.2487,10,0.1216,32,1.0000,1,1,0,0,0,0,0
5,2559,84000,12388.55,0.2487,10,0.1216,32,1.0000,1,1,0,0,0,0,0
6,2559,84000,12388.55,0.2487,10,0.1216,29,0.5714,0,1,0,0,0,0,0
7,2559,68000,12388.55,0.2487,10,0.1216,29,0.5714,0,1,0,0,0,0,0
8,2559,96000,12388.55,0.2487,10,0.1216,30,0.7143,1,1,0,0,0,0,0
9,2559,80000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
10,2559,80000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
11,2559,72000,12388.55,0.2487,10,0.1216,29,0.5714,1,1,0,0,0,0,0
12,2559,72000,12388.55,0.2487,10,0.1216,27,0.2857,1,1,0,0,0,0,0
1,2560,64000,12388.55,0.2487,10,0.1216,27,0.2857,1,1,0,0,0,0,0
2,2560,80000,12388.55,0.2487,10,0.1216,28,0.4286,1,1,0,0,0,0,0
3,2560,80000,12388.55,0.2487,10,0.1216,30,0.7143,1,1,0,0,0,0,0
4,2560,92000,12388.55,0.2487,10,0.1216,31,0.8571,1,1,0,0,0,0,0
5,2560,80000,12388.55,0.2487,10,0.1216,30,0.7143,1,1,0,0,0,0,0
6,2560,88000,12388.55,0.2487,10,0.1216,29,0.5714,0,1,0,0,0,0,0
