month,year,usage,area,floor,minTemp,maxTemp,avgTemp,semester
3,2557,15720.00,1157.22,2,27,32,30,1
4,2557,22680.00,1157.22,2,29,33,31,1
5,2557,15240.00,1157.22,2,29,33,31,1
6,2557,18600.00,1157.22,2,28,32,30,0
7,2557,21480.00,1157.22,2,27,32,30,0
8,2557,18480.00,1157.22,2,27,31,29,1
9,2557,19404.00,1157.22,2,28,31,29,1
10,2557,14556.00,1157.22,2,27,29,29,1
11,2557,17520.00,1157.22,2,26,31,29,1
12,2557,15960.00,1157.22,2,24,29,27,1
1,2558,27480.00,1157.22,2,23,29,26,1
2,2558,4320.00,1157.22,2,26,31,28,1
3,2558,13560.00,1157.22,2,27,31,30,1
4,2558,15000.00,1157.22,2,27,33,30,1
5,2558,21840.00,1157.22,2,29,32,31,1
6,2558,21360.00,1157.22,2,29,33,30,0
7,2558,21240.00,1157.22,2,28,32,30,0
8,2558,30600.00,1157.22,2,27,32,30,1
9,2558,17520.00,1157.22,2,26,31,29,1
10,2558,21360.00,1157.22,2,27,30,29,1
11,2558,19920.00,1157.22,2,28,31,29,1
12,2558,24360.00,1157.22,2,24,31,28,1
1,2559,17280.00,1157.22,2,18,31,27,1
2,2559,21120.00,1157.22,2,20,30,28,1
3,2559,23880.00,1157.22,2,27,33,31,1
4,2559,24600.00,1157.22,2,29,34,32,1
5,2559,26040.00,1157.22,2,29,34,32,1
6,2559,21840.00,1157.22,2,27,32,29,0
7,2559,23640.00,1157.22,2,28,31,29,0
8,2559,19560.00,1157.22,2,29,31,30,1
9,2559,21120.00,1157.22,2,27,31,29,1
10,2559,25212.00,1157.22,2,27,30,29,1
11,2559,19188.00,1157.22,2,27,31,29,1
12,2559,15600.00,1157.22,2,24,30,27,1
1,2560,25320.00,1157.22,2,26,29,27,1
2,2560,24600.00,1157.22,2,24,31,28,1
3,2560,24240.00,1157.22,2,27,32,30,1
4,2560,23520.00,1157.22,2,28,33,31,1
5,2560,21360.00,1157.22,2,27,32,30,1
6,2560,22080.00,1157.22,2,28,31,29,0
7,2560,22440.00,1157.22,2,27,31,29,0
8,2560,23880.00,1157.22,2,27,31,29,1
9,2560,21960.00,1157.22,2,28,31,29,1
10,2560,23640.00,1157.22,2,26,31,28,1
11,2560,21720.00,1157.22,2,25,30,28,1
12,2560,21480.00,1157.22,2,20,29,26,1
1,2561,6000.00,1157.22,2,22,30,27,1
2,2561,22440.00,1157.22,2,23,30,27,1
3,2561,15360.00,1157.22,2,24,31,29,1
4,2561,22920.00,1157.22,2,24,32,29,1
5,2561,37680.00,1157.22,2,28,31,29,1
6,2561,22200.00,1157.22,2,26,31,30,0
7,2561,25080.00,1157.22,2,27,30,29,0
8,2561,9360.00,1157.22,2,27,30,29,1
9,2561,25800.00,1157.22,2,27,31,29,1
10,2561,23040.00,1157.22,2,27,31,29,1
11,2561,24960.00,1157.22,2,26,31,29,1
12,2561,12120.00,1157.22,2,26,30,28,1
