month,year,usage,area,floor,minTemp,maxTemp,avgTemp,semester
5,2559,59600,5801.84,4,29,34,32,1
6,2559,62800,5801.84,4,27,32,29,0
7,2559,53200,5801.84,4,28,31,29,0
8,2559,65200,5801.84,4,29,31,30,1
9,2559,64000,5801.84,4,27,31,29,1
10,2559,56800,5801.84,4,27,30,29,1
11,2559,64400,5801.84,4,27,31,29,1
12,2559,48000,5801.84,4,24,30,27,1
1,2560,45600,5801.84,4,26,29,27,1
2,2560,55200,5801.84,4,24,31,28,1
3,2560,70800,5801.84,4,27,32,30,1
4,2560,55200,5801.84,4,28,33,31,1
5,2560,58400,5801.84,4,27,32,30,1
6,2560,62800,5801.84,4,28,31,29,0
7,2560,51200,5801.84,4,27,31,29,0
8,2560,67200,5801.84,4,27,31,29,1
9,2560,60800,5801.84,4,28,31,29,1
10,2560,50400,5801.84,4,26,31,28,1
11,2560,60000,5801.84,4,25,30,28,1
12,2560,42800,5801.84,4,20,29,26,1
1,2561,46400,5801.84,4,22,30,27,1
2,2561,56800,5801.84,4,23,30,27,1
3,2561,58800,5801.84,4,24,31,29,1
4,2561,53600,5801.84,4,24,32,29,1
5,2561,54800,5801.84,4,28,31,29,1
6,2561,57200,5801.84,4,26,31,30,0
7,2561,54000,5801.84,4,27,30,29,0
8,2561,64000,5801.84,4,27,30,29,1
9,2561,63600,5801.84,4,27,31,29,1
10,2561,71600,5801.84,4,27,31,29,1
11,2561,84000,5801.84,4,26,31,29,1
12,2561,61200,5801.84,4,26,30,28,1
1,2556,191000,22125.98,7,26,30,28,1
2,2556,230000,22125.98,7,28,32,30,1
3,2556,223000,22125.98,7,24,34,31,0
4,2556,176000,22125.98,7,29,34,32,0
5,2556,209000,22125.98,7,30,34,32,0
6,2556,213000,22125.98,7,28,32,30,1
7,2556,200000,22125.98,7,28,32,30,1
8,2556,203000,22125.98,7,28,31,30,1
9,2556,240000,22125.98,7,24,32,29,1
10,2556,192000,22125.98,7,26,31,29,0
11,2556,190000,22125.98,7,26,31,30,1
12,2556,153000,22125.98,7,21,30,25,1
1,2557,115000,22125.98,7,21,28,25,1
2,2557,130000,22125.98,7,24,29,28,1
3,2557,191000,22125.98,7,27,32,30,1
4,2557,163000,22125.98,7,29,33,31,1
5,2557,158000,22125.98,7,29,33,31,1
6,2557,191000,22125.98,7,28,32,30,0
7,2557,190000,22125.98,7,27,32,30,0
8,2557,181000,22125.98,7,27,31,29,1
9,2557,206000,22125.98,7,28,31,29,1
10,2557,189000,22125.98,7,27,29,29,1
11,2557,211000,22125.98,7,26,31,29,1
12,2557,203000,22125.98,7,24,29,27,1
1,2558,157000,22125.98,7,23,29,26,1
2,2558,169000,22125.98,7,26,31,28,1
3,2558,199000,22125.98,7,27,31,30,1
4,2558,194000,22125.98,7,27,33,30,1
5,2558,235000,22125.98,7,29,32,31,1
6,2558,194000,22125.98,7,29,33,30,0
7,2558,211000,22125.98,7,28,32,30,0
8,2558,197000,22125.98,7,27,32,30,1
9,2558,219000,22125.98,7,26,31,29,1
10,2558,207000,22125.98,7,27,30,29,1
11,2558,225000,22125.98,7,28,31,29,1
12,2558,198000,22125.98,7,24,31,28,1
1,2559,178000,22125.98,7,18,31,27,1
2,2559,191000,22125.98,7,20,30,28,1
3,2559,197000,22125.98,7,27,33,31,1
4,2559,222000,22125.98,7,29,34,32,1
5,2559,235000,22125.98,7,29,34,32,1
6,2559,198000,22125.98,7,27,32,29,0
7,2559,166000,22125.98,7,28,31,29,0
8,2559,198000,22125.98,7,29,31,30,1
9,2559,226000,22125.98,7,27,31,29,1
10,2559,216000,22125.98,7,27,30,29,1
11,2559,237000,22125.98,7,27,31,29,1
12,2559,179000,22125.98,7,24,30,27,1
1,2560,168000,22125.98,7,26,29,27,1
2,2560,177000,22125.98,7,24,31,28,1
3,2560,199000,22125.98,7,27,32,30,1
4,2560,169000,22125.98,7,28,33,31,1
5,2560,229000,22125.98,7,27,32,30,1
6,2560,229000,22125.98,7,28,31,29,0
7,2560,160000,22125.98,7,27,31,29,0
8,2560,175000,22125.98,7,27,31,29,1
9,2560,211000,22125.98,7,28,31,29,1
10,2560,183000,22125.98,7,26,31,28,1
11,2560,202000,22125.98,7,25,30,28,1
12,2560,202000,22125.98,7,20,29,26,1
1,2561,153000,22125.98,7,22,30,27,1
2,2561,169000,22125.98,7,23,30,27,1
3,2561,188000,22125.98,7,24,31,29,1
4,2561,176000,22125.98,7,24,32,29,1
5,2561,212000,22125.98,7,28,31,29,1
6,2561,182000,22125.98,7,26,31,30,0
7,2561,168000,22125.98,7,27,30,29,0
8,2561,170000,22125.98,7,27,30,29,1
9,2561,188000,22125.98,7,27,31,29,1
10,2561,191000,22125.98,7,27,31,29,1
11,2561,209000,22125.98,7,26,31,29,1
12,2561,185000,22125.98,7,26,30,28,1
1,2556,4400,927.51,2,26,30,28,1
2,2556,13620,927.51,2,28,32,30,1
3,2556,11600,927.51,2,24,34,31,0
4,2556,11280,927.51,2,29,34,32,0
5,2556,7440,927.51,2,30,34,32,0
6,2556,13620,927.51,2,28,32,30,1
7,2556,11380,927.51,2,28,32,30,1
8,2556,11080,927.51,2,28,31,30,1
9,2556,1360,927.51,2,24,32,29,1
10,2556,1300,927.51,2,26,31,29,0
11,2556,1100,927.51,2,26,31,30,1
12,2556,1000,927.51,2,21,30,25,1
1,2557,1200,927.51,2,21,28,25,1
2,2557,900,927.51,2,24,29,28,1
3,2557,1060,927.51,2,27,32,30,1
4,2557,7880,927.51,2,29,33,31,1
5,2557,5200,927.51,2,29,33,31,1
6,2557,4360,927.51,2,28,32,30,0
7,2557,6000,927.51,2,27,32,30,0
8,2557,3600,927.51,2,27,31,29,1
9,2557,6000,927.51,2,28,31,29,1
10,2557,3120,927.51,2,27,29,29,1
11,2557,4160,927.51,2,26,31,29,1
12,2557,3920,927.51,2,24,29,27,1
1,2558,4640,927.51,2,23,29,26,1
2,2558,4380,927.51,2,26,31,28,1
3,2558,4180,927.51,2,27,31,30,1
4,2558,4700,927.51,2,27,33,30,1
5,2558,9100,927.51,2,29,32,31,1
6,2558,7840,927.51,2,29,33,30,0
7,2558,11560,927.51,2,28,32,30,0
8,2558,12100,927.51,2,27,32,30,1
9,2558,12000,927.51,2,26,31,29,1
10,2558,18060,927.51,2,27,30,29,1
11,2558,14980,927.51,2,28,31,29,1
12,2558,18320,927.51,2,24,31,28,1
3,2559,49140,927.51,2,27,33,31,1
4,2559,50680,927.51,2,29,34,32,1
5,2559,53760,927.51,2,29,34,32,1
6,2559,37140,927.51,2,27,32,29,0
7,2559,38360,927.51,2,28,31,29,0
8,2559,46400,927.51,2,29,31,30,1
9,2559,50280,927.51,2,27,31,29,1
10,2559,54840,927.51,2,27,30,29,1
11,2559,45840,927.51,2,27,31,29,1
12,2559,37520,927.51,2,24,30,27,1
1,2560,46200,927.51,2,26,29,27,1
2,2560,92680,927.51,2,24,31,28,1
3,2560,38100,927.51,2,27,32,30,1
4,2560,36960,927.51,2,28,33,31,1
5,2560,42920,927.51,2,27,32,30,1
6,2560,44260,927.51,2,28,31,29,0
7,2560,44900,927.51,2,27,31,29,0
8,2560,440,927.51,2,27,31,29,1
9,2560,400,927.51,2,28,31,29,1
10,2560,400,927.51,2,26,31,28,1
11,2560,360,927.51,2,25,30,28,1
12,2560,360,927.51,2,20,29,26,1
1,2561,9980,927.51,2,22,30,27,1
2,2561,10400,927.51,2,23,30,27,1
3,2561,13000,927.51,2,24,31,29,1
4,2561,14200,927.51,2,24,32,29,1
5,2561,16100,927.51,2,28,31,29,1
6,2561,15720,927.51,2,26,31,30,0
7,2561,23038,927.51,2,27,30,29,0
8,2561,25596,927.51,2,27,30,29,1
9,2561,6168,927.51,2,27,31,29,1
10,2561,4442,927.51,2,27,31,29,1
11,2561,4812,927.51,2,26,31,29,1
12,2561,3556,927.51,2,26,30,28,1
1,2556,20,326.80,1,26,30,28,1
2,2556,20,326.80,1,28,32,30,1
3,2556,40,326.80,1,24,34,31,0
4,2556,20,326.80,1,29,34,32,0
5,2556,20,326.80,1,30,34,32,0
6,2556,20,326.80,1,28,32,30,1
7,2556,20,326.80,1,28,32,30,1
8,2556,20,326.80,1,28,31,30,1
10,2556,120,326.80,1,26,31,29,0
11,2556,400,326.80,1,26,31,30,1
12,2556,500,326.80,1,21,30,25,1
1,2557,120,326.80,1,21,28,25,1
2,2557,120,326.80,1,24,29,28,1
3,2557,40,326.80,1,27,32,30,1
5,2557,60,326.80,1,29,33,31,1
7,2557,20,326.80,1,27,32,30,0
8,2557,60,326.80,1,27,31,29,1
9,2557,63,326.80,1,28,31,29,1
10,2557,17,326.80,1,27,29,29,1
11,2557,40,326.80,1,26,31,29,1
12,2557,40,326.80,1,24,29,27,1
1,2558,40,326.80,1,23,29,26,1
5,2558,20,326.80,1,29,32,31,1
7,2558,20,326.80,1,28,32,30,0
11,2558,20,326.80,1,28,31,29,1
1,2559,120,326.80,1,18,31,27,1
2,2559,140,326.80,1,20,30,28,1
4,2559,20,326.80,1,29,34,32,1
5,2559,6,326.80,1,29,34,32,1
6,2559,2,326.80,1,27,32,29,0
7,2559,72,326.80,1,28,31,29,0
8,2559,40,326.80,1,29,31,30,1
9,2559,68,326.80,1,27,31,29,1
10,2559,108,326.80,1,27,30,29,1
11,2559,4,326.80,1,27,31,29,1
1,2560,40,326.80,1,26,29,27,1
2,2560,60,326.80,1,24,31,28,1
4,2560,20,326.80,1,28,33,31,1
5,2560,20,326.80,1,27,32,30,1
6,2560,40,326.80,1,28,31,29,0
7,2560,20,326.80,1,27,31,29,0
8,2560,100,326.80,1,27,31,29,1
9,2560,100,326.80,1,28,31,29,1
10,2560,140,326.80,1,26,31,28,1
11,2560,140,326.80,1,25,30,28,1
12,2560,380,326.80,1,20,29,26,1
3,2561,20,326.80,1,24,31,29,1
4,2561,40,326.80,1,24,32,29,1
5,2561,20,326.80,1,28,31,29,1
6,2561,20,326.80,1,26,31,30,0
7,2561,40,326.80,1,27,30,29,0
8,2561,140,326.80,1,27,30,29,1
9,2561,20,326.80,1,27,31,29,1
10,2561,60,326.80,1,27,31,29,1
11,2561,80,326.80,1,26,31,29,1
12,2561,40,326.80,1,26,30,28,1
1,2556,137600,23244.81,20,26,30,28,1
2,2556,142400,23244.81,20,28,32,30,1
3,2556,142400,23244.81,20,24,34,31,0
4,2556,120000,23244.81,20,29,34,32,0
5,2556,144000,23244.81,20,30,34,32,0
6,2556,141600,23244.81,20,28,32,30,1
7,2556,137600,23244.81,20,28,32,30,1
8,2556,153600,23244.81,20,28,31,30,1
9,2556,139200,23244.81,20,24,32,29,1
10,2556,128000,23244.81,20,26,31,29,0
11,2556,149600,23244.81,20,26,31,30,1
12,2556,85600,23244.81,20,21,30,25,1
1,2557,99200,23244.81,20,21,28,25,1
2,2557,219200,23244.81,20,24,29,28,1
3,2557,144800,23244.81,20,27,32,30,1
4,2557,120800,23244.81,20,29,33,31,1
5,2557,128000,23244.81,20,29,33,31,1
6,2557,128000,23244.81,20,28,32,30,0
7,2557,135200,23244.81,20,27,32,30,0
8,2557,123200,23244.81,20,27,31,29,1
9,2557,148800,23244.81,20,28,31,29,1
10,2557,154400,23244.81,20,27,29,29,1
11,2557,144000,23244.81,20,26,31,29,1
12,2557,111600,23244.81,20,24,29,27,1
1,2558,111600,23244.81,20,23,29,26,1
2,2558,125600,23244.81,20,26,31,28,1
3,2558,158400,23244.81,20,27,31,30,1
4,2558,156000,23244.81,20,27,33,30,1
5,2558,155200,23244.81,20,29,32,31,1
6,2558,141600,23244.81,20,29,33,30,0
7,2558,148800,23244.81,20,28,32,30,0
8,2558,148000,23244.81,20,27,32,30,1
9,2558,153600,23244.81,20,26,31,29,1
10,2558,155200,23244.81,20,27,30,29,1
11,2558,141600,23244.81,20,28,31,29,1
12,2558,122400,23244.81,20,24,31,28,1
1,2559,119200,23244.81,20,18,31,27,1
2,2559,128000,23244.81,20,20,30,28,1
3,2559,165600,23244.81,20,27,33,31,1
4,2559,160800,23244.81,20,29,34,32,1
5,2559,148800,23244.81,20,29,34,32,1
6,2559,148000,23244.81,20,27,32,29,0
7,2559,112800,23244.81,20,28,31,29,0
8,2559,152800,23244.81,20,29,31,30,1
9,2559,145600,23244.81,20,27,31,29,1
10,2559,133600,23244.81,20,27,30,29,1
11,2559,152800,23244.81,20,27,31,29,1
12,2559,109600,23244.81,20,24,30,27,1
1,2560,112800,23244.81,20,26,29,27,1
2,2560,122400,23244.81,20,24,31,28,1
3,2560,161600,23244.81,20,27,32,30,1
4,2560,136000,23244.81,20,28,33,31,1
5,2560,146400,23244.81,20,27,32,30,1
6,2560,132800,23244.81,20,28,31,29,0
7,2560,116000,23244.81,20,27,31,29,0
8,2560,152800,23244.81,20,27,31,29,1
9,2560,137600,23244.81,20,28,31,29,1
10,2560,114400,23244.81,20,26,31,28,1
11,2560,130400,23244.81,20,25,30,28,1
12,2560,96800,23244.81,20,20,29,26,1
1,2561,111200,23244.81,20,22,30,27,1
2,2561,132800,23244.81,20,23,30,27,1
3,2561,131200,23244.81,20,24,31,29,1
4,2561,130400,23244.81,20,24,32,29,1
5,2561,131200,23244.81,20,28,31,29,1
6,2561,115200,23244.81,20,26,31,30,0
7,2561,101600,23244.81,20,27,30,29,0
8,2561,117600,23244.81,20,27,30,29,1
9,2561,128800,23244.81,20,27,31,29,1
10,2561,126400,23244.81,20,27,31,29,1
11,2561,137600,23244.81,20,26,31,29,1
12,2561,96800,23244.81,20,26,30,28,1
