month,year,usage,area,floor,age,minTemp,maxTemp,avgTemp,semester
2,2561,115000,20000.00,12,6,23,30,27,1
3,2561,125000,20000.00,12,6,24,31,29,1
4,2561,116000,20000.00,12,6,24,32,29,1
5,2561,126000,20000.00,12,6,28,31,29,1
6,2561,120000,20000.00,12,6,26,31,30,0
7,2561,111000,20000.00,12,6,27,30,29,0
8,2561,116000,20000.00,12,6,27,30,29,1
9,2558,39000,5268.26,5,30,26,31,29,1
10,2558,37000,5268.26,5,30,27,30,29,1
11,2558,37000,5268.26,5,30,28,31,29,1
12,2558,38000,5268.26,5,30,24,31,28,1
1,2559,29000,5268.26,5,30,18,31,27,1
2,2559,31000,5268.26,5,30,20,30,28,1
3,2559,46000,5268.26,5,30,27,33,31,1
4,2559,49000,5268.26,5,30,29,34,32,1
5,2559,47000,5268.26,5,30,29,34,32,1
6,2559,26000,5268.26,5,30,27,32,29,0
7,2559,24000,5268.26,5,30,28,31,29,0
8,2559,33000,5268.26,5,30,29,31,30,1
9,2559,48000,5268.26,5,30,27,31,29,1
10,2559,37000,5268.26,5,30,27,30,29,1
11,2559,37000,5268.26,5,30,27,31,29,1
12,2559,33000,5268.26,5,30,24,30,27,1
1,2560,26000,5268.26,5,30,26,29,27,1
2,2560,35000,5268.26,5,30,24,31,28,1
3,2560,46000,5268.26,5,30,27,32,30,1
4,2560,42000,5268.26,5,30,28,33,31,1
5,2560,45000,5268.26,5,30,27,32,30,1
7,2560,31000,5268.26,5,30,27,31,29,0
8,2560,47000,5268.26,5,30,27,31,29,1
9,2560,54000,5268.26,5,30,28,31,29,1
10,2560,44000,5268.26,5,30,26,31,28,1
11,2560,39000,5268.26,5,30,25,30,28,1
12,2560,33000,5268.26,5,30,20,29,26,1
1,2561,27000,5268.26,5,30,22,30,27,1
2,2561,37000,5268.26,5,30,23,30,27,1
3,2561,45000,5268.26,5,30,24,31,29,1
4,2561,40000,5268.26,5,30,24,32,29,1
5,2561,38000,5268.26,5,30,28,31,29,1
6,2561,32000,5268.26,5,30,26,31,30,0
7,2561,28000,5268.26,5,30,27,30,29,0
8,2561,36000,5268.26,5,30,27,30,29,1
9,2558,51000,2963.50,4,50,26,31,29,1
10,2558,49000,2963.50,4,50,27,30,29,1
11,2558,48000,2963.50,4,50,28,31,29,1
12,2558,41000,2963.50,4,50,24,31,28,1
1,2559,35000,2963.50,4,50,18,31,27,1
2,2559,36000,2963.50,4,50,20,30,28,1
3,2559,43000,2963.50,4,50,27,33,31,1
4,2559,48000,2963.50,4,50,29,34,32,1
5,2559,50000,2963.50,4,50,29,34,32,1
6,2559,44000,2963.50,4,50,27,32,29,0
7,2559,37000,2963.50,4,50,28,31,29,0
8,2559,44000,2963.50,4,50,29,31,30,1
9,2559,47000,2963.50,4,50,27,31,29,1
10,2559,41000,2963.50,4,50,27,30,29,1
11,2559,40000,2963.50,4,50,27,31,29,1
12,2559,38000,2963.50,4,50,24,30,27,1
1,2560,40538,2963.50,4,50,26,29,27,1
2,2560,40538,2963.50,4,50,24,31,28,1
3,2560,36615,2963.50,4,50,27,32,30,1
4,2560,38231,2963.50,4,50,28,33,31,1
5,2560,43000,2963.50,4,50,27,32,30,1
7,2560,35000,2963.50,4,50,27,31,29,0
8,2560,36000,2963.50,4,50,27,31,29,1
9,2560,45000,2963.50,4,50,28,31,29,1
10,2560,43000,2963.50,4,50,26,31,28,1
11,2560,40000,2963.50,4,50,25,30,28,1
12,2560,38000,2963.50,4,50,20,29,26,1
1,2561,32000,2963.50,4,50,22,30,27,1
2,2561,43000,2963.50,4,50,23,30,27,1
3,2561,44000,2963.50,4,50,24,31,29,1
4,2561,42000,2963.50,4,50,24,32,29,1
5,2561,40000,2963.50,4,50,28,31,29,1
6,2561,38000,2963.50,4,50,26,31,30,0
7,2561,36000,2963.50,4,50,27,30,29,0
8,2561,36000,2963.50,4,50,27,30,29,1
9,2558,53000,4935.75,6,13,26,31,29,1
10,2558,51000,4935.75,6,13,27,30,29,1
11,2558,49000,4935.75,6,13,28,31,29,1
12,2558,46000,4935.75,6,13,24,31,28,1
1,2559,37000,4935.75,6,13,18,31,27,1
2,2559,37000,4935.75,6,13,20,30,28,1
3,2559,47000,4935.75,6,13,27,33,31,1
4,2559,50000,4935.75,6,13,29,34,32,1
5,2559,52000,4935.75,6,13,29,34,32,1
6,2559,43000,4935.75,6,13,27,32,29,0
7,2559,37000,4935.75,6,13,28,31,29,0
8,2559,44000,4935.75,6,13,29,31,30,1
9,2559,55000,4935.75,6,13,27,31,29,1
10,2559,46000,4935.75,6,13,27,30,29,1
11,2559,44000,4935.75,6,13,27,31,29,1
12,2559,41000,4935.75,6,13,24,30,27,1
1,2560,37000,4935.75,6,13,26,29,27,1
2,2560,44000,4935.75,6,13,24,31,28,1
3,2560,51000,4935.75,6,13,27,32,30,1
4,2560,47000,4935.75,6,13,28,33,31,1
5,2560,48000,4935.75,6,13,27,32,30,1
7,2560,37000,4935.75,6,13,27,31,29,0
8,2560,47000,4935.75,6,13,27,31,29,1
9,2560,53000,4935.75,6,13,28,31,29,1
10,2560,43000,4935.75,6,13,26,31,28,1
11,2560,48185,4935.75,6,13,25,30,28,1
12,2560,46630,4935.75,6,13,20,29,26,1
1,2561,48185,4935.75,6,13,22,30,27,1
2,2561,48185,4935.75,6,13,23,30,27,1
3,2561,43522,4935.75,6,13,24,31,29,1
4,2561,48185,4935.75,6,13,24,32,29,1
5,2561,43870,4935.75,6,13,28,31,29,1
6,2561,39000,4935.75,6,13,26,31,30,0
7,2561,37000,4935.75,6,13,27,30,29,0
8,2561,41000,4935.75,6,13,27,30,29,1
9,2558,46000,4665.84,7,29,26,31,29,1
10,2558,41000,4665.84,7,29,27,30,29,1
11,2558,42000,4665.84,7,29,28,31,29,1
12,2558,39000,4665.84,7,29,24,31,28,1
1,2559,32000,4665.84,7,29,18,31,27,1
2,2559,34000,4665.84,7,29,20,30,28,1
3,2559,44000,4665.84,7,29,27,33,31,1
4,2559,46000,4665.84,7,29,29,34,32,1
5,2559,49000,4665.84,7,29,29,34,32,1
6,2559,35000,4665.84,7,29,27,32,29,0
7,2559,31000,4665.84,7,29,28,31,29,0
8,2559,39000,4665.84,7,29,29,31,30,1
9,2559,46000,4665.84,7,29,27,31,29,1
10,2559,40000,4665.84,7,29,27,30,29,1
11,2559,40000,4665.84,7,29,27,31,29,1
12,2559,34000,4665.84,7,29,24,30,27,1
1,2560,28000,4665.84,7,29,26,29,27,1
2,2560,36000,4665.84,7,29,24,31,28,1
3,2560,39000,4665.84,7,29,27,32,30,1
4,2560,41000,4665.84,7,29,28,33,31,1
5,2560,41000,4665.84,7,29,27,32,30,1
7,2560,27000,4665.84,7,29,27,31,29,0
8,2560,38000,4665.84,7,29,27,31,29,1
9,2560,42000,4665.84,7,29,28,31,29,1
10,2560,36000,4665.84,7,29,26,31,28,1
11,2560,32000,4665.84,7,29,25,30,28,1
12,2560,25000,4665.84,7,29,20,29,26,1
1,2561,26000,4665.84,7,29,22,30,27,1
2,2561,36000,4665.84,7,29,23,30,27,1
3,2561,40000,4665.84,7,29,24,31,29,1
4,2561,36000,4665.84,7,29,24,32,29,1
5,2561,37000,4665.84,7,29,28,31,29,1
6,2561,39360,4665.84,7,29,26,31,30,0
7,2561,30045,4665.84,7,29,27,30,29,0
8,2561,35000,4665.84,7,29,27,30,29,1
9,2558,68000,4771.81,9,16,26,31,29,1
10,2558,66000,4771.81,9,16,27,30,29,1
11,2558,67000,4771.81,9,16,28,31,29,1
12,2558,61000,4771.81,9,16,24,31,28,1
1,2559,52000,4771.81,9,16,18,31,27,1
2,2559,57000,4771.81,9,16,20,30,28,1
3,2559,69000,4771.81,9,16,27,33,31,1
4,2559,71000,4771.81,9,16,29,34,32,1
5,2559,78000,4771.81,9,16,29,34,32,1
6,2559,66000,4771.81,9,16,27,32,29,0
7,2559,56000,4771.81,9,16,28,31,29,0
8,2559,65000,4771.81,9,16,29,31,30,1
9,2559,73000,4771.81,9,16,27,31,29,1
10,2559,66000,4771.81,9,16,27,30,29,1
11,2559,65000,4771.81,9,16,27,31,29,1
12,2559,60000,4771.81,9,16,24,30,27,1
1,2560,52000,4771.81,9,16,26,29,27,1
2,2560,61000,4771.81,9,16,24,31,28,1
3,2560,69000,4771.81,9,16,27,32,30,1
4,2560,73000,4771.81,9,16,28,33,31,1
5,2560,78000,4771.81,9,16,27,32,30,1
7,2560,57000,4771.81,9,16,27,31,29,0
8,2560,64000,4771.81,9,16,27,31,29,1
9,2560,72000,4771.81,9,16,28,31,29,1
10,2560,58000,4771.81,9,16,26,31,28,1
11,2560,57000,4771.81,9,16,25,30,28,1
12,2560,54000,4771.81,9,16,20,29,26,1
1,2561,47000,4771.81,9,16,22,30,27,1
2,2561,59000,4771.81,9,16,23,30,27,1
3,2561,67000,4771.81,9,16,24,31,29,1
4,2561,66000,4771.81,9,16,24,32,29,1
5,2561,70000,4771.81,9,16,28,31,29,1
6,2561,57000,4771.81,9,16,26,31,30,0
7,2561,50000,4771.81,9,16,27,30,29,0
8,2561,55000,4771.81,9,16,27,30,29,1
9,2558,41000,4691.89,5,28,26,31,29,1
10,2558,37000,4691.89,5,28,27,30,29,1
11,2558,33000,4691.89,5,28,28,31,29,1
12,2558,31000,4691.89,5,28,24,31,28,1
1,2559,26000,4691.89,5,28,18,31,27,1
2,2559,26000,4691.89,5,28,20,30,28,1
3,2559,36000,4691.89,5,28,27,33,31,1
4,2559,38000,4691.89,5,28,29,34,32,1
5,2559,42000,4691.89,5,28,29,34,32,1
6,2559,31000,4691.89,5,28,27,32,29,0
7,2559,25000,4691.89,5,28,28,31,29,0
8,2559,33000,4691.89,5,28,29,31,30,1
9,2559,38000,4691.89,5,28,27,31,29,1
10,2559,30000,4691.89,5,28,27,30,29,1
11,2559,31000,4691.89,5,28,27,31,29,1
12,2559,28000,4691.89,5,28,24,30,27,1
1,2560,24000,4691.89,5,28,26,29,27,1
2,2560,28000,4691.89,5,28,24,31,28,1
3,2560,37000,4691.89,5,28,27,32,30,1
4,2560,35000,4691.89,5,28,28,33,31,1
5,2560,38000,4691.89,5,28,27,32,30,1
7,2560,27000,4691.89,5,28,27,31,29,0
8,2560,33000,4691.89,5,28,27,31,29,1
9,2560,36000,4691.89,5,28,28,31,29,1
10,2560,29000,4691.89,5,28,26,31,28,1
11,2560,33022,4691.89,5,28,25,30,28,1
12,2560,31957,4691.89,5,28,20,29,26,1
1,2561,33022,4691.89,5,28,22,30,27,1
2,2561,26000,4691.89,5,28,23,30,27,1
3,2561,33000,4691.89,5,28,24,31,29,1
4,2561,30000,4691.89,5,28,24,32,29,1
5,2561,30000,4691.89,5,28,28,31,29,1
6,2561,29000,4691.89,5,28,26,31,30,0
7,2561,28000,4691.89,5,28,27,30,29,0
8,2561,30000,4691.89,5,28,27,30,29,1
9,2558,6000,688.85,2,62,26,31,29,1
10,2558,7000,688.85,2,62,27,30,29,1
11,2558,6000,688.85,2,62,28,31,29,1
12,2558,5000,688.85,2,62,24,31,28,1
1,2559,5000,688.85,2,62,18,31,27,1
2,2559,5000,688.85,2,62,20,30,28,1
3,2559,6000,688.85,2,62,27,33,31,1
4,2559,6000,688.85,2,62,29,34,32,1
5,2559,7000,688.85,2,62,29,34,32,1
6,2559,6000,688.85,2,62,27,32,29,0
7,2559,6000,688.85,2,62,28,31,29,0
8,2559,6000,688.85,2,62,29,31,30,1
9,2559,7000,688.85,2,62,27,31,29,1
10,2559,7000,688.85,2,62,27,30,29,1
11,2559,5000,688.85,2,62,27,31,29,1
12,2559,6000,688.85,2,62,24,30,27,1
1,2560,4000,688.85,2,62,26,29,27,1
2,2560,5000,688.85,2,62,24,31,28,1
3,2560,7000,688.85,2,62,27,32,30,1
4,2560,5000,688.85,2,62,28,33,31,1
5,2560,6000,688.85,2,62,27,32,30,1
7,2560,5000,688.85,2,62,27,31,29,0
8,2560,7000,688.85,2,62,27,31,29,1
9,2560,6000,688.85,2,62,28,31,29,1
10,2560,6000,688.85,2,62,26,31,28,1
11,2560,6000,688.85,2,62,25,30,28,1
12,2560,5000,688.85,2,62,20,29,26,1
1,2561,4000,688.85,2,62,22,30,27,1
2,2561,5000,688.85,2,62,23,30,27,1
3,2561,6000,688.85,2,62,24,31,29,1
4,2561,5000,688.85,2,62,24,32,29,1
5,2561,6000,688.85,2,62,28,31,29,1
6,2561,5000,688.85,2,62,26,31,30,0
7,2561,6000,688.85,2,62,27,30,29,0
8,2561,5000,688.85,2,62,27,30,29,1
9,2558,28000,4400.38,8,19,26,31,29,1
10,2558,26000,4400.38,8,19,27,30,29,1
11,2558,25000,4400.38,8,19,28,31,29,1
12,2558,23000,4400.38,8,19,24,31,28,1
1,2559,27000,4400.38,8,19,18,31,27,1
2,2559,21000,4400.38,8,19,20,30,28,1
3,2559,26000,4400.38,8,19,27,33,31,1
4,2559,29000,4400.38,8,19,29,34,32,1
5,2559,28000,4400.38,8,19,29,34,32,1
6,2559,31000,4400.38,8,19,27,32,29,0
7,2559,28000,4400.38,8,19,28,31,29,0
8,2559,33000,4400.38,8,19,29,31,30,1
9,2559,31000,4400.38,8,19,27,31,29,1
10,2559,29000,4400.38,8,19,27,30,29,1
11,2559,29000,4400.38,8,19,27,31,29,1
12,2559,26000,4400.38,8,19,24,30,27,1
1,2560,26000,4400.38,8,19,26,29,27,1
2,2560,25000,4400.38,8,19,24,31,28,1
3,2560,29000,4400.38,8,19,27,32,30,1
4,2560,28000,4400.38,8,19,28,33,31,1
5,2560,29000,4400.38,8,19,27,32,30,1
7,2560,33000,4400.38,8,19,27,31,29,0
8,2560,32000,4400.38,8,19,27,31,29,1
9,2560,34000,4400.38,8,19,28,31,29,1
10,2560,27000,4400.38,8,19,26,31,28,1
11,2560,27000,4400.38,8,19,25,30,28,1
12,2560,25000,4400.38,8,19,20,29,26,1
1,2561,24000,4400.38,8,19,22,30,27,1
2,2561,27000,4400.38,8,19,23,30,27,1
3,2561,28000,4400.38,8,19,24,31,29,1
4,2561,28000,4400.38,8,19,24,32,29,1
5,2561,29000,4400.38,8,19,28,31,29,1
6,2561,34000,4400.38,8,19,26,31,30,0
7,2561,31000,4400.38,8,19,27,30,29,0
8,2561,30000,4400.38,8,19,27,30,29,1
9,2558,1000,943.75,2,21,26,31,29,1
10,2558,2000,943.75,2,21,27,30,29,1
11,2558,1000,943.75,2,21,28,31,29,1
12,2558,2000,943.75,2,21,24,31,28,1
1,2559,2000,943.75,2,21,18,31,27,1
2,2559,1000,943.75,2,21,20,30,28,1
3,2559,2000,943.75,2,21,27,33,31,1
4,2559,1000,943.75,2,21,29,34,32,1
5,2559,2000,943.75,2,21,29,34,32,1
6,2559,2000,943.75,2,21,27,32,29,0
7,2559,2000,943.75,2,21,28,31,29,0
8,2559,1000,943.75,2,21,29,31,30,1
9,2559,2000,943.75,2,21,27,31,29,1
10,2559,2000,943.75,2,21,27,30,29,1
11,2559,2000,943.75,2,21,27,31,29,1
12,2559,3000,943.75,2,21,24,30,27,1
1,2560,1000,943.75,2,21,26,29,27,1
2,2560,2000,943.75,2,21,24,31,28,1
3,2560,2000,943.75,2,21,27,32,30,1
4,2560,2000,943.75,2,21,28,33,31,1
5,2560,2000,943.75,2,21,27,32,30,1
7,2560,1000,943.75,2,21,27,31,29,0
8,2560,2000,943.75,2,21,27,31,29,1
9,2560,2000,943.75,2,21,28,31,29,1
10,2560,1000,943.75,2,21,26,31,28,1
11,2560,2000,943.75,2,21,25,30,28,1
12,2560,1000,943.75,2,21,20,29,26,1
1,2561,2000,943.75,2,21,22,30,27,1
2,2561,1000,943.75,2,21,23,30,27,1
3,2561,1000,943.75,2,21,24,31,29,1
4,2561,1000,943.75,2,21,24,32,29,1
5,2561,1000,943.75,2,21,28,31,29,1
6,2561,2000,943.75,2,21,26,31,30,0
7,2561,1000,943.75,2,21,27,30,29,0
8,2561,1000,943.75,2,21,27,30,29,1
9,2558,161000,11673.93,10,6,26,31,29,1
10,2558,157000,11673.93,10,6,27,30,29,1
11,2558,165000,11673.93,10,6,28,31,29,1
1,2559,301000,11673.93,10,6,18,31,27,1
3,2559,139000,11673.93,10,6,27,33,31,1
4,2559,334000,11673.93,10,6,29,34,32,1
5,2559,176000,11673.93,10,6,29,34,32,1
6,2559,163000,11673.93,10,6,27,32,29,0
7,2559,156000,11673.93,10,6,28,31,29,0
9,2559,338000,11673.93,10,6,27,31,29,1
10,2559,159000,11673.93,10,6,27,30,29,1
11,2559,169000,11673.93,10,6,27,31,29,1
12,2559,146000,11673.93,10,6,24,30,27,1
1,2560,142000,11673.93,10,6,26,29,27,1
2,2560,139000,11673.93,10,6,24,31,28,1
3,2560,155000,11673.93,10,6,27,32,30,1
4,2560,162000,11673.93,10,6,28,33,31,1
5,2560,182000,11673.93,10,6,27,32,30,1
7,2560,170000,11673.93,10,6,27,31,29,0
8,2560,178000,11673.93,10,6,27,31,29,1
9,2560,182000,11673.93,10,6,28,31,29,1
11,2560,351413,11673.93,10,6,25,30,28,1
12,2560,178587,11673.93,10,6,20,29,26,1
1,2561,178587,11673.93,10,6,22,30,27,1
2,2561,161305,11673.93,10,6,23,30,27,1
3,2561,178587,11673.93,10,6,24,31,29,1
4,2561,167000,11673.93,10,6,24,32,29,1
5,2561,173522,11673.93,10,6,28,31,29,1
6,2561,177000,11673.93,10,6,26,31,30,0
7,2561,170000,11673.93,10,6,27,30,29,0
8,2561,185000,11673.93,10,6,27,30,29,1
