area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,age,age_normal,usage
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,16000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,16000
5900.15,1.0000,5,0.0000,28,0.4286,1,8,0.0000,16000
5900.15,1.0000,5,0.0000,31,0.8571,1,8,0.0000,18000
5900.15,1.0000,5,0.0000,32,1.0000,1,8,0.0000,19000
5900.15,1.0000,5,0.0000,32,1.0000,1,8,0.0000,17000
5900.15,1.0000,5,0.0000,29,0.5714,0,8,0.0000,17000
5900.15,1.0000,5,0.0000,29,0.5714,0,8,0.0000,16000
5900.15,1.0000,5,0.0000,30,0.7143,1,8,0.0000,17000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,18000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,18000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,19000
5900.15,1.0000,5,0.0000,27,0.2857,1,8,0.0000,18000
5900.15,1.0000,5,0.0000,27,0.2857,1,8,0.0000,18000
5900.15,1.0000,5,0.0000,28,0.4286,1,8,0.0000,18000
5900.15,1.0000,5,0.0000,30,0.7143,1,8,0.0000,22000
5900.15,1.0000,5,0.0000,31,0.8571,1,8,0.0000,21000
5900.15,1.0000,5,0.0000,30,0.7143,1,8,0.0000,21000
5900.15,1.0000,5,0.0000,29,0.5714,0,8,0.0000,21000
5900.15,1.0000,5,0.0000,29,0.5714,0,8,0.0000,20000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,21000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,21000
5900.15,1.0000,5,0.0000,28,0.4286,1,8,0.0000,20000
5900.15,1.0000,5,0.0000,28,0.4286,1,8,0.0000,21000
5900.15,1.0000,5,0.0000,26,0.1429,1,8,0.0000,17000
5900.15,1.0000,5,0.0000,27,0.2857,1,8,0.0000,20000
5900.15,1.0000,5,0.0000,27,0.2857,1,8,0.0000,21000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,22000
5900.15,1.0000,5,0.0000,29,0.5714,1,8,0.0000,21000
5362.97,0.7754,8,1.0000,29,0.5714,0,15,1.0000,16000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,31,0.8571,0,11,0.4286,26000
3508.12,0.0000,5,0.0000,32,1.0000,0,11,0.4286,22000
3508.12,0.0000,5,0.0000,32,1.0000,0,11,0.4286,25000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,24000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,29,0.5714,0,11,0.4286,22000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,21000
3508.12,0.0000,5,0.0000,25,0.0000,1,11,0.4286,18000
3508.12,0.0000,5,0.0000,25,0.0000,1,11,0.4286,20000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,18000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,26000
3508.12,0.0000,5,0.0000,31,0.8571,1,11,0.4286,20000
3508.12,0.0000,5,0.0000,31,0.8571,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,30,0.7143,0,11,0.4286,22000
3508.12,0.0000,5,0.0000,30,0.7143,0,11,0.4286,22000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,25000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,26000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,25000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,27,0.2857,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,26,0.1429,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,25000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,31,0.8571,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,30,0.7143,0,11,0.4286,23000
3508.12,0.0000,5,0.0000,30,0.7143,0,11,0.4286,24000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,24000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,24000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,25000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,25000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,27,0.2857,1,11,0.4286,21000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,31,0.8571,1,11,0.4286,26000
3508.12,0.0000,5,0.0000,32,1.0000,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,32,1.0000,1,11,0.4286,24000
3508.12,0.0000,5,0.0000,29,0.5714,0,11,0.4286,25000
3508.12,0.0000,5,0.0000,29,0.5714,0,11,0.4286,23000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,25000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,27,0.2857,1,11,0.4286,22000
3508.12,0.0000,5,0.0000,27,0.2857,1,11,0.4286,20000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,21000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,26000
3508.12,0.0000,5,0.0000,31,0.8571,1,11,0.4286,21000
3508.12,0.0000,5,0.0000,30,0.7143,1,11,0.4286,24000
3508.12,0.0000,5,0.0000,29,0.5714,0,11,0.4286,23000
3508.12,0.0000,5,0.0000,29,0.5714,0,11,0.4286,22000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,24000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,20000
3508.12,0.0000,5,0.0000,28,0.4286,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,26,0.1429,1,11,0.4286,20000
3508.12,0.0000,5,0.0000,27,0.2857,1,11,0.4286,19000
3508.12,0.0000,5,0.0000,27,0.2857,1,11,0.4286,20000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,23000
3508.12,0.0000,5,0.0000,29,0.5714,1,11,0.4286,19000
