area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester,lecture,office,multipurpose,laboratory,domitory,parking,usage
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,95000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,115000
1949.16,0.0210,4,0.1579,31,0.8571,0,1,0,0,0,0,0,78000
1949.16,0.0210,4,0.1579,32,1.0000,0,1,0,0,0,0,0,71000
1949.16,0.0210,4,0.1579,32,1.0000,0,1,0,0,0,0,0,73000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,80000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,109000
1949.16,0.0210,4,0.1579,29,0.5714,0,1,0,0,0,0,0,78000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,85000
1949.16,0.0210,4,0.1579,25,0.0000,1,1,0,0,0,0,0,84000
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,85000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,96000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,113000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,116000
1949.16,0.0210,4,0.1579,27,0.2857,1,1,0,0,0,0,0,87000
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,107000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,113000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,115000
1949.16,0.0210,4,0.1579,31,0.8571,1,1,0,0,0,0,0,116000
1949.16,0.0210,4,0.1579,30,0.7143,0,1,0,0,0,0,0,91000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,118000
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,116000
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,96000
1949.16,0.0210,4,0.1579,29,0.5714,0,1,0,0,0,0,0,77000
1949.16,0.0210,4,0.1579,29,0.5714,0,1,0,0,0,0,0,88000
1949.16,0.0210,4,0.1579,30,0.7143,1,1,0,0,0,0,0,97000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,114000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,120000
1949.16,0.0210,4,0.1579,27,0.2857,1,1,0,0,0,0,0,114000
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,114000
1949.16,0.0210,4,0.1579,29,0.5714,0,1,0,0,0,0,0,82000
1949.16,0.0210,4,0.1579,29,0.5714,0,1,0,0,0,0,0,96000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,115000
1949.16,0.0210,4,0.1579,28,0.4286,1,1,0,0,0,0,0,108000
1949.16,0.0210,4,0.1579,26,0.1429,1,1,0,0,0,0,0,91000
1949.16,0.0210,4,0.1579,27,0.2857,1,1,0,0,0,0,0,96000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,118000
1949.16,0.0210,4,0.1579,29,0.5714,1,1,0,0,0,0,0,114000
9246.82,0.1707,7,0.3158,28,0.4286,1,1,0,0,0,0,0,78000
9246.82,0.1707,7,0.3158,30,0.7143,1,1,0,0,0,0,0,78000
9246.82,0.1707,7,0.3158,30,0.7143,1,1,0,0,0,0,0,86000
9246.82,0.1707,7,0.3158,30,0.7143,1,1,0,0,0,0,0,98000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,100000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,78000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,86000
9246.82,0.1707,7,0.3158,28,0.4286,1,1,0,0,0,0,0,92000
9246.82,0.1707,7,0.3158,31,0.8571,1,1,0,0,0,0,0,84000
9246.82,0.1707,7,0.3158,32,1.0000,1,1,0,0,0,0,0,96000
9246.82,0.1707,7,0.3158,29,0.5714,0,1,0,0,0,0,0,72000
9246.82,0.1707,7,0.3158,30,0.7143,1,1,0,0,0,0,0,100000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,82000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,78000
9246.82,0.1707,7,0.3158,28,0.4286,1,1,0,0,0,0,0,86000
9246.82,0.1707,7,0.3158,30,0.7143,1,1,0,0,0,0,0,76000
9246.82,0.1707,7,0.3158,31,0.8571,1,1,0,0,0,0,0,94000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,112000
9246.82,0.1707,7,0.3158,29,0.5714,1,1,0,0,0,0,0,94000
9246.82,0.1707,7,0.3158,28,0.4286,1,1,0,0,0,0,0,84000
12388.55,0.2352,10,0.4737,26,0.1429,1,1,0,0,0,0,0,116000
12388.55,0.2352,10,0.4737,28,0.4286,1,1,0,0,0,0,0,96000
12388.55,0.2352,10,0.4737,30,0.7143,1,1,0,0,0,0,0,92000
12388.55,0.2352,10,0.4737,31,0.8571,1,1,0,0,0,0,0,96000
12388.55,0.2352,10,0.4737,30,0.7143,0,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,30,0.7143,0,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,30,0.7143,1,1,0,0,0,0,0,92000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,88000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,84000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,28,0.4286,1,1,0,0,0,0,0,72000
12388.55,0.2352,10,0.4737,27,0.2857,1,1,0,0,0,0,0,72000
12388.55,0.2352,10,0.4737,28,0.4286,1,1,0,0,0,0,0,84000
12388.55,0.2352,10,0.4737,31,0.8571,1,1,0,0,0,0,0,88000
12388.55,0.2352,10,0.4737,32,1.0000,1,1,0,0,0,0,0,96000
12388.55,0.2352,10,0.4737,32,1.0000,1,1,0,0,0,0,0,84000
12388.55,0.2352,10,0.4737,29,0.5714,0,1,0,0,0,0,0,84000
12388.55,0.2352,10,0.4737,30,0.7143,1,1,0,0,0,0,0,96000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,72000
12388.55,0.2352,10,0.4737,27,0.2857,1,1,0,0,0,0,0,72000
12388.55,0.2352,10,0.4737,28,0.4286,1,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,30,0.7143,1,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,31,0.8571,1,1,0,0,0,0,0,92000
12388.55,0.2352,10,0.4737,30,0.7143,1,1,0,0,0,0,0,80000
12388.55,0.2352,10,0.4737,29,0.5714,0,1,0,0,0,0,0,88000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,104000
12388.55,0.2352,10,0.4737,29,0.5714,1,1,0,0,0,0,0,84000
12388.55,0.2352,10,0.4737,28,0.4286,1,1,0,0,0,0,0,96000
12388.55,0.2352,10,0.4737,26,0.1429,1,1,0,0,0,0,0,80000
10354.32,0.1935,10,0.4737,31,0.8571,1,1,0,0,0,0,0,78000
10354.32,0.1935,10,0.4737,30,0.7143,1,1,0,0,0,0,0,78000
10354.32,0.1935,10,0.4737,29,0.5714,1,1,0,0,0,0,0,84000
10354.32,0.1935,10,0.4737,29,0.5714,1,1,0,0,0,0,0,76000
10354.32,0.1935,10,0.4737,32,1.0000,1,1,0,0,0,0,0,88000
10354.32,0.1935,10,0.4737,30,0.7143,1,1,0,0,0,0,0,80000
10354.32,0.1935,10,0.4737,31,0.8571,1,1,0,0,0,0,0,86000
10354.32,0.1935,10,0.4737,29,0.5714,1,1,0,0,0,0,0,96000
10354.32,0.1935,10,0.4737,28,0.4286,1,1,0,0,0,0,0,72000
8114.84,0.1475,7,0.3158,26,0.1429,1,1,0,0,0,0,0,112000
8114.84,0.1475,7,0.3158,28,0.4286,1,1,0,0,0,0,0,118000
8114.84,0.1475,7,0.3158,30,0.7143,1,1,0,0,0,0,0,120000
8114.84,0.1475,7,0.3158,30,0.7143,0,1,0,0,0,0,0,102000
8114.84,0.1475,7,0.3158,30,0.7143,0,1,0,0,0,0,0,116000
8114.84,0.1475,7,0.3158,29,0.5714,1,1,0,0,0,0,0,112000
8114.84,0.1475,7,0.3158,28,0.4286,1,1,0,0,0,0,0,96000
8114.84,0.1475,7,0.3158,27,0.2857,1,1,0,0,0,0,0,94000
8114.84,0.1475,7,0.3158,32,1.0000,1,1,0,0,0,0,0,104000
8114.84,0.1475,7,0.3158,29,0.5714,0,1,0,0,0,0,0,118000
